wavelength (nm),irradiance_mar25_mar29 (W/m^2/nm),irradiance_mar30_apr04 (W/m^2/nm),irradiance_apr10_apr16 (W/m^2/nm),source (1: TIMED XPS, 2: Rocket EVE, 3: TIMED EGS, 4: SORCE SOLSTICE, 5: SORCE SIM, -1: fill)
37.15,4.0119E-6,4.0119E-6,2.4263E-6,2
37.25,3.4514E-6,3.4514E-6,2.1467E-6,2
37.35,1.0737E-5,1.0737E-5,6.608E-6,2
37.45,1.6142E-5,1.6142E-5,9.734E-6,2
37.55,3.6426E-6,3.6426E-6,2.2021E-6,2
37.65,1.9538E-5,1.9538E-5,1.1474E-5,2
37.75,5.7513E-6,5.7513E-6,3.4745E-6,2
37.85,3.9486E-6,3.9486E-6,2.3278E-6,2
37.95,8.1533E-6,8.1533E-6,5.219E-6,2
38.05,3.8839E-6,3.8839E-6,2.3859E-6,2
38.15,4.364E-6,4.364E-6,2.5878E-6,2
38.25,4.1888E-6,4.1888E-6,2.3628E-6,2
38.35,6.2476E-6,6.2476E-6,3.5536E-6,2
38.45,7.1114E-6,7.1114E-6,4.2209E-6,2
38.55,4.7176E-6,4.7176E-6,3.2498E-6,2
38.65,3.8727E-6,3.8727E-6,2.5892E-6,2
38.75,4.5283E-6,4.5283E-6,2.9932E-6,2
38.85,4.3368E-6,4.3368E-6,2.6605E-6,2
38.95,5.1215E-6,5.1215E-6,2.4734E-6,2
39.05,5.4821E-6,5.4821E-6,2.8889E-6,2
39.15,4.1354E-6,4.1354E-6,2.3318E-6,2
39.25,5.9569E-6,5.9569E-6,3.5968E-6,2
39.35,3.9126E-6,3.9126E-6,2.5044E-6,2
39.45,3.5275E-6,3.5275E-6,2.2532E-6,2
39.55,4.8993E-6,4.8993E-6,2.999E-6,2
39.65,3.2752E-6,3.2752E-6,1.9288E-6,2
39.75,3.3258E-6,3.3258E-6,1.8917E-6,2
39.85,3.5374E-6,3.5374E-6,2.1916E-6,2
39.95,7.6886E-6,7.6886E-6,5.1422E-6,2
40.05,1.0849E-5,1.0849E-5,9.0359E-6,2
40.15,1.922E-5,1.922E-5,1.5874E-5,2
40.25,1.2832E-5,1.2832E-5,1.0736E-5,2
40.35,8.6822E-6,8.6822E-6,8.5042E-6,2
40.45,2.4135E-6,2.4135E-6,2.0264E-6,2
40.55,2.83E-6,2.83E-6,2.3406E-6,2
40.65,3.6316E-6,3.6316E-6,2.771E-6,2
40.75,3.1104E-6,3.1104E-6,2.3051E-6,2
40.85,2.8233E-6,2.8233E-6,2.1761E-6,2
40.95,2.6846E-6,2.6846E-6,1.8855E-6,2
41.05,4.7069E-6,4.7069E-6,3.5636E-6,2
41.15,5.4099E-6,5.4099E-6,4.9082E-6,2
41.25,2.8846E-6,2.8846E-6,2.2546E-6,2
41.35,2.5472E-6,2.5472E-6,1.9822E-6,2
41.45,3.0797E-6,3.0797E-6,2.148E-6,2
41.55,4.9288E-6,4.9288E-6,3.5601E-6,2
41.65,8.9919E-6,8.9919E-6,6.0027E-6,2
41.75,4.8279E-6,4.8279E-6,2.7168E-6,2
41.85,3.9921E-6,3.9921E-6,2.1887E-6,2
41.95,8.3448E-6,8.3448E-6,5.4367E-6,2
42.05,3.6078E-6,3.6078E-6,2.792E-6,2
42.15,3.8138E-6,3.8138E-6,3.1475E-6,2
42.25,2.5615E-6,2.5615E-6,2.2626E-6,2
