tempo_s,strain_H1,strain_L1
-1.100586,-1.850735e-19,-6.437794e-19
-1.100342,-1.699950e-19,-6.305834e-19
-1.100098,-1.873761e-19,-6.258603e-19
-1.099854,-2.062755e-19,-6.200379e-19
-1.099609,-1.811648e-19,-6.354980e-19
-1.099365,-1.577347e-19,-6.701749e-19
-1.099121,-1.826571e-19,-6.840705e-19
-1.098877,-1.967638e-19,-6.668641e-19
-1.098633,-1.726613e-19,-6.407689e-19
-1.098389,-1.526273e-19,-6.307864e-19
-1.098145,-1.644376e-19,-6.281363e-19
-1.097900,-1.863302e-19,-6.244131e-19
-1.097656,-1.718196e-19,-6.424822e-19
-1.097412,-1.418416e-19,-6.771311e-19
-1.097168,-1.555150e-19,-6.914823e-19
-1.096924,-1.799834e-19,-6.695560e-19
-1.096680,-1.626374e-19,-6.395730e-19
-1.096436,-1.358907e-19,-6.341009e-19
-1.096191,-1.422067e-19,-6.366884e-19
-1.095947,-1.651137e-19,-6.350486e-19
-1.095703,-1.591891e-19,-6.530171e-19
-1.095459,-1.246402e-19,-6.902115e-19
-1.095215,-1.296106e-19,-7.044934e-19
-1.094971,-1.592925e-19,-6.765764e-19
-1.094727,-1.456968e-19,-6.450029e-19
-1.094482,-1.203380e-19,-6.392686e-19
-1.094238,-1.207055e-19,-6.456847e-19
-1.093994,-1.394324e-19,-6.482294e-19
-1.093750,-1.435874e-19,-6.651562e-19
-1.093506,-1.117234e-19,-7.038380e-19
-1.093262,-1.043071e-19,-7.185412e-19
-1.093018,-1.337779e-19,-6.893245e-19
-1.092773,-1.309979e-19,-6.540558e-19
-1.092529,-1.026811e-19,-6.483886e-19
-1.092285,-9.534995e-20,-6.628107e-19
-1.092041,-1.126346e-19,-6.659151e-19
-1.091797,-1.240037e-19,-6.809637e-19
-1.091553,-9.778203e-20,-7.237608e-19
-1.091309,-7.860699e-20,-7.385253e-19
-1.091064,-1.082400e-19,-7.057936e-19
-1.090820,-1.146014e-19,-6.656296e-19
-1.090576,-8.374739e-20,-6.604053e-19
-1.090332,-7.251453e-20,-6.810361e-19
-1.090088,-8.483853e-20,-6.873352e-19
-1.089844,-1.002927e-19,-7.024147e-19
-1.089600,-8.150309e-20,-7.439018e-19
-1.089355,-5.317854e-20,-7.615616e-19
-1.089111,-7.630558e-20,-7.259528e-19
-1.088867,-9.287613e-20,-6.807187e-19
-1.088623,-6.328522e-20,-6.768566e-19
-1.088379,-4.815751e-20,-6.984094e-19
-1.088135,-5.907961e-20,-7.091425e-19
-1.087891,-7.368208e-20,-7.241029e-19
-1.087646,-6.447621e-20,-7.655178e-19
-1.087402,-3.119902e-20,-7.864364e-19
-1.087158,-4.152702e-20,-7.463212e-19
-1.086914,-7.090054e-20,-7.004790e-19
-1.086670,-4.388015e-20,-6.977518e-19
-1.086426,-2.042844e-20,-7.194180e-19
-1.086182,-3.238196e-20,-7.354508e-19
-1.085938,-4.405427e-20,-7.495455e-19
-1.085693,-4.267284e-20,-7.896848e-19
-1.085449,-1.292721e-20,-8.123542e-19
-1.085205,-8.455288e-21,-7.697206e-19
-1.084961,-4.263185e-20,-7.186888e-19
-1.084717,-2.787222e-20,-7.143389e-19
-1.084473,5.235289e-21,-7.425071e-19
-1.084229,-4.093112e-21,-7.611228e-19
-1.083984,-1.591861e-20,-7.747226e-19
-1.083740,-1.542550e-20,-8.154794e-19
-1.083496,5.260089e-21,-8.386906e-19
-1.083252,2.278718e-20,-7.960054e-19
-1.083008,-8.956455e-21,-7.409409e-19
-1.082764,-1.236630e-20,-7.347956e-19
-1.082520,3.019407e-20,-7.640070e-19
-1.082275,2.687637e-20,-7.869125e-19
-1.082031,8.408281e-21,-8.003785e-19
-1.081787,9.690836e-21,-8.375243e-19
-1.081543,2.551902e-20,-8.654572e-19
-1.081299,4.920895e-20,-8.227886e-19
-1.081055,2.613375e-20,-7.620322e-19
-1.080811,7.937313e-21,-7.576405e-19
-1.080566,4.939037e-20,-7.889453e-19
-1.080322,6.047789e-20,-8.132553e-19
-1.080078,3.471337e-20,-8.293488e-19
-1.079834,3.347156e-20,-8.642791e-19
-1.079590,4.789218e-20,-8.923172e-19
-1.079346,6.888335e-20,-8.492170e-19
-1.079102,6.195078e-20,-7.844935e-19
-1.078857,3.292964e-20,-7.793938e-19
-1.078613,6.093349e-20,-8.111662e-19
-1.078369,8.983868e-20,-8.391481e-19
-1.078125,6.392917e-20,-8.571472e-19
-1.077881,5.824547e-20,-8.894514e-19
-1.077637,7.103897e-20,-9.188277e-19
-1.077393,8.849975e-20,-8.775190e-19
-1.077148,9.353395e-20,-8.077499e-19
-1.076904,6.059379e-20,-7.997872e-19
-1.076660,7.490636e-20,-8.349561e-19
-1.076416,1.141906e-19,-8.625507e-19
-1.076172,9.343192e-20,-8.828047e-19
-1.075928,7.767651e-20,-9.151973e-19
-1.075684,9.195031e-20,-9.404148e-19
-1.075439,1.086518e-19,-9.043561e-19
-1.075195,1.174235e-19,-8.326534e-19
-1.074951,9.392302e-20,-8.211863e-19
-1.074707,8.953169e-20,-8.610288e-19
-1.074463,1.325725e-19,-8.888388e-19
-1.074219,1.294288e-19,-9.108713e-19
-1.073975,9.592510e-20,-9.408218e-19
-1.073730,1.127281e-19,-9.645326e-19
-1.073486,1.311629e-19,-9.314745e-19
-1.073242,1.354783e-19,-8.554956e-19
-1.072998,1.244299e-19,-8.415354e-19
-1.072754,1.078246e-19,-8.837987e-19
-1.072510,1.439444e-19,-9.132730e-19
-1.072266,1.594416e-19,-9.347484e-19
-1.072021,1.237712e-19,-9.661109e-19
-1.071777,1.279579e-19,-9.887193e-19
-1.071533,1.538273e-19,-9.557601e-19
-1.071289,1.586021e-19,-8.817095e-19
-1.071045,1.478993e-19,-8.623241e-19
-1.070801,1.329248e-19,-9.054447e-19
-1.070557,1.550864e-19,-9.363101e-19
-1.070312,1.813120e-19,-9.565305e-19
-1.070068,1.507280e-19,-9.904772e-19
-1.069824,1.417337e-19,-1.010852e-18
-1.069580,1.729957e-19,-9.773932e-19
-1.069336,1.769395e-19,-9.056265e-19
-1.069092,1.714853e-19,-8.838474e-19
-1.068848,1.582540e-19,-9.275918e-19
-1.068604,1.649485e-19,-9.607066e-19
-1.068359,2.013294e-19,-9.795935e-19
-1.068115,1.838586e-19,-1.012822e-18
-1.067871,1.556128e-19,-1.032070e-18
-1.067627,1.843709e-19,-1.000454e-18
-1.067383,2.015771e-19,-9.289868e-19
-1.067139,1.897835e-19,-9.022084e-19
-1.066895,1.776323e-19,-9.461197e-19
-1.066650,1.797502e-19,-9.818112e-19
-1.066406,2.114867e-19,-9.990011e-19
-1.066162,2.113693e-19,-1.032347e-18
-1.065918,1.759737e-19,-1.052527e-18
-1.065674,1.943940e-19,-1.020158e-18
-1.065430,2.228690e-19,-9.509537e-19
-1.065186,2.082902e-19,-9.213065e-19
-1.064941,1.976509e-19,-9.629287e-19
-1.064697,1.977108e-19,-1.002931e-18
-1.064453,2.201278e-19,-1.015588e-18
-1.064209,2.334370e-19,-1.048935e-18
-1.063965,1.986682e-19,-1.071761e-18
-1.063721,2.007460e-19,-1.036650e-18
-1.063477,2.366251e-19,-9.719130e-19
-1.063232,2.309486e-19,-9.409406e-19
-1.062988,2.117983e-19,-9.798073e-19
-1.062744,2.133168e-19,-1.023317e-18
-1.062500,2.346616e-19,-1.034986e-18
-1.062256,2.486038e-19,-1.065343e-18
-1.062012,2.247338e-19,-1.088324e-18
-1.061768,2.114314e-19,-1.054922e-18
-1.061523,2.444104e-19,-9.897469e-19
-1.061279,2.541171e-19,-9.564732e-19
-1.061035,2.299678e-19,-9.933339e-19
-1.060791,2.256039e-19,-1.038143e-18
-1.060547,2.442212e-19,-1.051064e-18
-1.060303,2.630554e-19,-1.078890e-18
-1.060059,2.467660e-19,-1.103000e-18
-1.059814,2.250721e-19,-1.071151e-18
-1.059570,2.525972e-19,-1.006116e-18
-1.059326,2.726007e-19,-9.745774e-19
-1.059082,2.502094e-19,-1.009437e-18
-1.058838,2.391118e-19,-1.054771e-18
-1.058594,2.552650e-19,-1.066806e-18
-1.058350,2.740208e-19,-1.089262e-18
-1.058105,2.666137e-19,-1.114321e-18
-1.057861,2.433103e-19,-1.084898e-18
-1.057617,2.568382e-19,-1.021278e-18
-1.057373,2.849405e-19,-9.898571e-19
-1.057129,2.701786e-19,-1.022423e-18
-1.056885,2.500848e-19,-1.067545e-18
-1.056641,2.645123e-19,-1.080961e-18
-1.056396,2.876945e-19,-1.101530e-18
-1.056152,2.839208e-19,-1.125012e-18
-1.055908,2.604722e-19,-1.098709e-18
-1.055664,2.641957e-19,-1.036215e-18
-1.055420,2.924510e-19,-1.004089e-18
-1.055176,2.910868e-19,-1.034078e-18
-1.054932,2.653312e-19,-1.077717e-18
-1.054688,2.699439e-19,-1.093270e-18
-1.054443,2.974924e-19,-1.110181e-18
-1.054199,2.995507e-19,-1.132281e-18
-1.053955,2.754479e-19,-1.108331e-18
-1.053711,2.720503e-19,-1.048966e-18
-1.053467,3.002109e-19,-1.018603e-18
-1.053223,3.080942e-19,-1.044037e-18
-1.052979,2.823542e-19,-1.089573e-18
-1.052734,2.750900e-19,-1.105293e-18
-1.052490,3.026110e-19,-1.116860e-18
-1.052246,3.148849e-19,-1.138885e-18
-1.052002,2.885750e-19,-1.117430e-18
-1.051758,2.794219e-19,-1.058819e-18
-1.051514,3.053066e-19,-1.029170e-18
-1.051270,3.161806e-19,-1.054735e-18
-1.051025,2.966620e-19,-1.098595e-18
-1.050781,2.843809e-19,-1.115693e-18
-1.050537,3.056048e-19,-1.124513e-18
-1.050293,3.226943e-19,-1.143901e-18
-1.050049,3.040612e-19,-1.125390e-18
-1.049805,2.862796e-19,-1.070308e-18
-1.049561,3.057439e-19,-1.043650e-18
-1.049316,3.246333e-19,-1.063597e-18
-1.049072,3.074350e-19,-1.103584e-18
-1.048828,2.905551e-19,-1.123829e-18
-1.048584,3.051834e-19,-1.129524e-18
-1.048340,3.286049e-19,-1.145561e-18
-1.048096,3.155200e-19,-1.131373e-18
-1.047852,2.893760e-19,-1.079407e-18
-1.047607,3.058834e-19,-1.053384e-18
-1.047363,3.282196e-19,-1.074670e-18
-1.047119,3.173219e-19,-1.112616e-18
-1.046875,2.977177e-19,-1.132827e-18
-1.046631,3.026391e-19,-1.137090e-18
-1.046387,3.276129e-19,-1.148421e-18
-1.046143,3.237427e-19,-1.136551e-18
-1.045898,2.965550e-19,-1.088254e-18
-1.045654,3.021493e-19,-1.063066e-18
-1.045410,3.278484e-19,-1.082965e-18
-1.045166,3.235097e-19,-1.118812e-18
-1.044922,3.025771e-19,-1.139296e-18
-1.044678,3.009094e-19,-1.143365e-18
-1.044434,3.223577e-19,-1.152241e-18
-1.044189,3.324829e-19,-1.140932e-18
-1.043945,3.044769e-19,-1.097411e-18
-1.043701,2.947714e-19,-1.073876e-18
-1.043457,3.254680e-19,-1.093555e-18
-1.043213,3.283040e-19,-1.126174e-18
-1.042969,3.035426e-19,-1.144072e-18
-1.042725,2.980928e-19,-1.149157e-18
-1.042480,3.174159e-19,-1.153609e-18
-1.042236,3.323203e-19,-1.143352e-18
-1.041992,3.088255e-19,-1.107545e-18
-1.041748,2.912629e-19,-1.084530e-18
-1.041504,3.194912e-19,-1.104672e-18
-1.041260,3.313227e-19,-1.135948e-18
-1.041016,3.066364e-19,-1.152057e-18
-1.040771,2.958751e-19,-1.158471e-18
-1.040527,3.109638e-19,-1.157508e-18
-1.040283,3.291010e-19,-1.145504e-18
-1.040039,3.155973e-19,-1.115536e-18
-1.039795,2.882272e-19,-1.096007e-18
-1.039551,3.065091e-19,-1.114539e-18
-1.039307,3.314876e-19,-1.143175e-18
-1.039062,3.096377e-19,-1.158584e-18
-1.038818,2.920323e-19,-1.163508e-18
-1.038574,3.048742e-19,-1.162379e-18
-1.038330,3.228221e-19,-1.150814e-18
-1.038086,3.188764e-19,-1.123658e-18
-1.037842,2.907459e-19,-1.108350e-18
-1.037598,2.950222e-19,-1.126292e-18
-1.037354,3.250053e-19,-1.150660e-18
-1.037109,3.135386e-19,-1.164946e-18
-1.036865,2.875918e-19,-1.170924e-18
-1.036621,2.959460e-19,-1.166047e-18
-1.036377,3.172486e-19,-1.153419e-18
-1.036133,3.174300e-19,-1.130554e-18
-1.035889,2.924746e-19,-1.120418e-18
-1.035645,2.858826e-19,-1.140220e-18
-1.035400,3.140358e-19,-1.161058e-18
-1.035156,3.173141e-19,-1.173672e-18
-1.034912,2.865377e-19,-1.179545e-18
-1.034668,2.868202e-19,-1.172420e-18
-1.034424,3.107377e-19,-1.156498e-18
-1.034180,3.120779e-19,-1.139300e-18
-1.033936,2.919121e-19,-1.134704e-18
-1.033691,2.786527e-19,-1.148831e-18
-1.033447,3.007381e-19,-1.168974e-18
-1.033203,3.160380e-19,-1.181061e-18
-1.032959,2.881047e-19,-1.184288e-18
-1.032715,2.769306e-19,-1.177982e-18
-1.032471,3.015341e-19,-1.161069e-18
-1.032227,3.102580e-19,-1.145109e-18
-1.031982,2.910107e-19,-1.145532e-18
-1.031738,2.740510e-19,-1.162684e-18
-1.031494,2.894005e-19,-1.179434e-18
-1.031250,3.094934e-19,-1.188648e-18
-1.031006,2.886914e-19,-1.191425e-18
-1.030762,2.670274e-19,-1.182866e-18
-1.030518,2.869601e-19,-1.165776e-18
-1.030273,3.039347e-19,-1.152204e-18
-1.030029,2.888732e-19,-1.156813e-18
-1.029785,2.683034e-19,-1.175361e-18
-1.029541,2.771923e-19,-1.190436e-18
-1.029297,3.010962e-19,-1.197807e-18
-1.029053,2.891778e-19,-1.199492e-18
-1.028809,2.614117e-19,-1.190298e-18
-1.028564,2.719984e-19,-1.170191e-18
-1.028320,2.966520e-19,-1.158043e-18
-1.028076,2.855674e-19,-1.167435e-18
-1.027832,2.605813e-19,-1.187561e-18
-1.027588,2.634570e-19,-1.200402e-18
-1.027344,2.864570e-19,-1.204475e-18
-1.027100,2.867991e-19,-1.206176e-18
-1.026855,2.582764e-19,-1.197620e-18
-1.026611,2.567511e-19,-1.175230e-18
-1.026367,2.854228e-19,-1.163971e-18
-1.026123,2.821195e-19,-1.179998e-18
-1.025879,2.540439e-19,-1.200702e-18
-1.025635,2.524650e-19,-1.210584e-18
-1.025391,2.738341e-19,-1.213316e-18
-1.025146,2.777636e-19,-1.211835e-18
-1.024902,2.535185e-19,-1.202924e-18
-1.024658,2.420075e-19,-1.179927e-18
-1.024414,2.663568e-19,-1.170332e-18
-1.024170,2.753980e-19,-1.191326e-18
-1.023926,2.507610e-19,-1.213090e-18
-1.023682,2.395560e-19,-1.220549e-18
-1.023438,2.574020e-19,-1.222927e-18
-1.023193,2.696391e-19,-1.221113e-18
-1.022949,2.500954e-19,-1.209770e-18
-1.022705,2.312635e-19,-1.187310e-18
-1.022461,2.474028e-19,-1.176256e-18
-1.022217,2.658572e-19,-1.198513e-18
-1.021973,2.456321e-19,-1.224881e-18
-1.021729,2.229661e-19,-1.230199e-18
-1.021484,2.391419e-19,-1.227835e-18
-1.021240,2.567249e-19,-1.227123e-18
-1.020996,2.410779e-19,-1.215737e-18
-1.020752,2.209737e-19,-1.189815e-18
-1.020508,2.286876e-19,-1.183280e-18
-1.020264,2.505393e-19,-1.208015e-18
-1.020020,2.405067e-19,-1.235315e-18
-1.019775,2.121796e-19,-1.242439e-18
-1.019531,2.205731e-19,-1.235246e-18
-1.019287,2.423026e-19,-1.233232e-18
-1.019043,2.316292e-19,-1.221006e-18
-1.018799,2.093131e-19,-1.194778e-18
-1.018555,2.091580e-19,-1.187163e-18
-1.018311,2.303805e-19,-1.214445e-18
-1.018066,2.327070e-19,-1.246578e-18
-1.017822,2.002346e-19,-1.250105e-18
-1.017578,1.975084e-19,-1.244559e-18
-1.017334,2.277269e-19,-1.241390e-18
-1.017090,2.201060e-19,-1.225675e-18
-1.016846,1.955167e-19,-1.198919e-18
-1.016602,1.939062e-19,-1.191967e-18
-1.016357,2.079292e-19,-1.222730e-18
-1.016113,2.187596e-19,-1.253143e-18
-1.015869,1.917103e-19,-1.257715e-18
-1.015625,1.744057e-19,-1.248765e-18
-1.015381,2.042457e-19,-1.243212e-18
-1.015137,2.075723e-19,-1.230967e-18
-1.014893,1.806339e-19,-1.202238e-18
-1.014648,1.756516e-19,-1.197491e-18
-1.014404,1.870706e-19,-1.229389e-18
-1.014160,1.994476e-19,-1.262399e-18
-1.013916,1.834233e-19,-1.268281e-18
-1.013672,1.555617e-19,-1.254343e-18
-1.013428,1.756386e-19,-1.250079e-18
-1.013184,1.948714e-19,-1.236929e-18
-1.012939,1.670141e-19,-1.205238e-18
-1.012695,1.526267e-19,-1.199878e-18
-1.012451,1.659763e-19,-1.234717e-18
-1.012207,1.767588e-19,-1.270614e-18
-1.011963,1.700689e-19,-1.272009e-18
-1.011719,1.407359e-19,-1.260179e-18
-1.011475,1.459755e-19,-1.256018e-18
-1.011230,1.770602e-19,-1.239291e-18
-1.010986,1.560687e-19,-1.211095e-18
-1.010742,1.312546e-19,-1.203782e-18
-1.010498,1.445050e-19,-1.237614e-18
-1.010254,1.547391e-19,-1.276680e-18
-1.010010,1.542103e-19,-1.278408e-18
-1.009766,1.288715e-19,-1.262623e-18
-1.009521,1.166677e-19,-1.255855e-18
-1.009277,1.517068e-19,-1.244454e-18
-1.009033,1.479595e-19,-1.214190e-18
-1.008789,1.122309e-19,-1.203998e-18
-1.008545,1.194961e-19,-1.243236e-18
-1.008301,1.347174e-19,-1.283646e-18
-1.008057,1.340778e-19,-1.284097e-18
-1.007812,1.181909e-19,-1.266006e-18
-1.007568,9.773625e-20,-1.260954e-18
-1.007324,1.220164e-19,-1.250006e-18
-1.007080,1.363756e-19,-1.215732e-18
-1.006836,9.702935e-20,-1.205507e-18
-1.006592,9.188925e-20,-1.245311e-18
-1.006348,1.167461e-19,-1.287467e-18
-1.006104,1.154066e-19,-1.287391e-18
-1.005859,1.029512e-19,-1.267747e-18
-1.005615,8.174329e-20,-1.262725e-18
-1.005371,9.202555e-20,-1.252258e-18
-1.005127,1.200710e-19,-1.219132e-18
-1.004883,8.882611e-20,-1.207978e-18
-1.004639,6.802683e-20,-1.248184e-18
-1.004395,9.583379e-20,-1.289309e-18
-1.004150,9.746836e-20,-1.288808e-18
-1.003906,8.350638e-20,-1.268986e-18
-1.003662,6.872609e-20,-1.260936e-18
-1.003418,6.561130e-20,-1.250635e-18
-1.003174,9.523138e-20,-1.220310e-18
-1.002930,8.266165e-20,-1.208267e-18
-1.002686,4.688441e-20,-1.246916e-18
-1.002441,6.901672e-20,-1.291133e-18
-1.002197,8.336949e-20,-1.290597e-18
-1.001953,6.708958e-20,-1.268860e-18
-1.001709,5.482243e-20,-1.260882e-18
-1.001465,4.498614e-20,-1.251517e-18
-1.001221,6.823355e-20,-1.220693e-18
-1.000977,7.276395e-20,-1.205634e-18
-1.000732,3.236844e-20,-1.243390e-18
-1.000488,3.980406e-20,-1.289498e-18
-1.000244,6.627859e-20,-1.288991e-18
-1.000000,5.162512e-20,-1.263104e-18
-0.999756,3.726764e-20,-1.255327e-18
-0.999512,2.768476e-20,-1.250465e-18
-0.999268,4.030784e-20,-1.220153e-18
-0.999023,6.019614e-20,-1.202700e-18
-0.998779,2.380846e-20,-1.239734e-18
-0.998535,9.754345e-21,-1.285040e-18
-0.998291,4.436242e-20,-1.284543e-18
-0.998047,3.798724e-20,-1.259461e-18
-0.997803,1.685025e-20,-1.248377e-18
-0.997559,1.037027e-20,-1.244602e-18
-0.997314,1.501045e-20,-1.217909e-18
-0.997070,3.634390e-20,-1.198360e-18
-0.996826,1.635852e-20,-1.233997e-18
-0.996582,-1.251181e-20,-1.280590e-18
-0.996338,1.625142e-20,-1.280936e-18
-0.996094,2.696840e-20,-1.254372e-18
-0.995850,-1.365567e-21,-1.241706e-18
-0.995605,-8.238176e-21,-1.237952e-18
-0.995361,-4.916270e-21,-1.215194e-18
-0.995117,8.679141e-21,-1.195091e-18
-0.994873,7.180117e-21,-1.223878e-18
-0.994629,-2.995578e-20,-1.272556e-18
-0.994385,-1.636930e-20,-1.273541e-18
-0.994141,1.238420e-20,-1.243223e-18
-0.993896,-1.584403e-20,-1.233372e-18
-0.993652,-2.989883e-20,-1.230860e-18
-0.993408,-2.392972e-20,-1.208486e-18
-0.993164,-1.437415e-20,-1.189929e-18
-0.992920,-8.233804e-21,-1.216199e-18
-0.992676,-4.167915e-20,-1.261680e-18
-0.992432,-4.476844e-20,-1.264364e-18
-0.992188,-1.071256e-20,-1.234087e-18
-0.991943,-2.676806e-20,-1.221392e-18
-0.991699,-5.292485e-20,-1.222120e-18
-0.991455,-4.646376e-20,-1.201071e-18
-0.991211,-3.804443e-20,-1.181394e-18
-0.990967,-2.861169e-20,-1.207453e-18
-0.990723,-4.884045e-20,-1.251118e-18
-0.990479,-7.056204e-20,-1.254443e-18
-0.990234,-3.797096e-20,-1.225111e-18
-0.989990,-3.599416e-20,-1.210647e-18
-0.989746,-6.954556e-20,-1.211665e-18
-0.989502,-6.668963e-20,-1.194057e-18
-0.989258,-5.745573e-20,-1.174829e-18
-0.989014,-5.084261e-20,-1.197464e-18
-0.988770,-6.136099e-20,-1.236534e-18
-0.988525,-8.907286e-20,-1.241516e-18
-0.988281,-6.680769e-20,-1.214057e-18
-0.988037,-4.764712e-20,-1.195000e-18
-0.987793,-8.158192e-20,-1.198226e-18
-0.987549,-9.072129e-20,-1.185302e-18
-0.987305,-7.511445e-20,-1.167139e-18
-0.987061,-7.027703e-20,-1.186585e-18
-0.986816,-7.383362e-20,-1.222607e-18
-0.986572,-1.002893e-19,-1.228736e-18
-0.986328,-9.573975e-20,-1.199065e-18
-0.986084,-6.613859e-20,-1.181404e-18
-0.985840,-9.037623e-20,-1.185877e-18
-0.985596,-1.128385e-19,-1.173091e-18
-0.985352,-9.577197e-20,-1.156346e-18
-0.985107,-8.762629e-20,-1.173493e-18
-0.984863,-9.170167e-20,-1.208407e-18
-0.984619,-1.109214e-19,-1.212304e-18
-0.984375,-1.191413e-19,-1.184859e-18
-0.984131,-8.753582e-20,-1.168707e-18
-0.983887,-9.386366e-20,-1.169306e-18
-0.983643,-1.301070e-19,-1.162941e-18
-0.983398,-1.169670e-19,-1.149831e-18
-0.983154,-1.034038e-19,-1.161014e-18
-0.982910,-1.096634e-19,-1.191560e-18
-0.982666,-1.207917e-19,-1.193430e-18
-0.982422,-1.363143e-19,-1.168576e-18
-0.982178,-1.127773e-19,-1.152530e-18
-0.981934,-1.041139e-19,-1.153462e-18
-0.981689,-1.391554e-19,-1.150866e-18
-0.981445,-1.398629e-19,-1.138588e-18
-0.981201,-1.198195e-19,-1.149874e-18
-0.980957,-1.205062e-19,-1.177057e-18
-0.980713,-1.331170e-19,-1.177226e-18
-0.980469,-1.480901e-19,-1.152895e-18
-0.980225,-1.354241e-19,-1.137003e-18
-0.979980,-1.170667e-19,-1.137710e-18
-0.979736,-1.445489e-19,-1.136213e-18
-0.979492,-1.600426e-19,-1.128537e-18
-0.979248,-1.365704e-19,-1.137956e-18
-0.979004,-1.325791e-19,-1.160952e-18
-0.978760,-1.446349e-19,-1.157762e-18
-0.978516,-1.563796e-19,-1.135305e-18
-0.978271,-1.551824e-19,-1.121812e-18
-0.978027,-1.309570e-19,-1.121182e-18
-0.977783,-1.458512e-19,-1.124512e-18
-0.977539,-1.752480e-19,-1.117817e-18
-0.977295,-1.530179e-19,-1.124567e-18
-0.977051,-1.410480e-19,-1.143983e-18
-0.976807,-1.559868e-19,-1.137241e-18
-0.976562,-1.645646e-19,-1.115373e-18
-0.976318,-1.689261e-19,-1.103649e-18
-0.976074,-1.491196e-19,-1.106187e-18
-0.975830,-1.474451e-19,-1.110032e-18
-0.975586,-1.819685e-19,-1.105301e-18
-0.975342,-1.730072e-19,-1.112807e-18
-0.975098,-1.493526e-19,-1.128259e-18
-0.974854,-1.609369e-19,-1.120163e-18
-0.974609,-1.731547e-19,-1.098139e-18
-0.974365,-1.780498e-19,-1.088468e-18
-0.974121,-1.642575e-19,-1.090065e-18
-0.973877,-1.524430e-19,-1.094370e-18
-0.973633,-1.816568e-19,-1.097395e-18
-0.973389,-1.876577e-19,-1.101359e-18
-0.973145,-1.607032e-19,-1.110309e-18
-0.972900,-1.643524e-19,-1.103383e-18
-0.972656,-1.794657e-19,-1.079647e-18
-0.972412,-1.827586e-19,-1.070068e-18
-0.972168,-1.751609e-19,-1.075899e-18
-0.971924,-1.603057e-19,-1.081313e-18
-0.971680,-1.779698e-19,-1.083416e-18
-0.971436,-1.977896e-19,-1.090833e-18
-0.971191,-1.721200e-19,-1.097043e-18
-0.970947,-1.643668e-19,-1.083216e-18
-0.970703,-1.849715e-19,-1.060720e-18
-0.970459,-1.886013e-19,-1.052259e-18
-0.970215,-1.824189e-19,-1.058185e-18
-0.969971,-1.695321e-19,-1.067497e-18
-0.969727,-1.750287e-19,-1.073371e-18
-0.969482,-2.008916e-19,-1.079532e-18
-0.969238,-1.845739e-19,-1.081691e-18
-0.968994,-1.646319e-19,-1.066110e-18
-0.968750,-1.854326e-19,-1.042974e-18
-0.968506,-1.927042e-19,-1.036388e-18
-0.968262,-1.849598e-19,-1.045514e-18
-0.968018,-1.776546e-19,-1.051981e-18
-0.967773,-1.748613e-19,-1.060862e-18
-0.967529,-1.989647e-19,-1.070303e-18
-0.967285,-1.978887e-19,-1.063658e-18
-0.967041,-1.688633e-19,-1.045929e-18
-0.966797,-1.824566e-19,-1.024225e-18
-0.966553,-1.977342e-19,-1.018632e-18
-0.966309,-1.885766e-19,-1.029377e-18
-0.966064,-1.817866e-19,-1.036852e-18
-0.965820,-1.765866e-19,-1.049842e-18
-0.965576,-1.933927e-19,-1.058906e-18
-0.965332,-2.026347e-19,-1.050862e-18
-0.965088,-1.764944e-19,-1.028665e-18
-0.964844,-1.778244e-19,-1.004635e-18
-0.964600,-2.001105e-19,-1.001588e-18
-0.964355,-1.946677e-19,-1.012148e-18
-0.964111,-1.853086e-19,-1.022665e-18
-0.963867,-1.813451e-19,-1.038606e-18
-0.963623,-1.879751e-19,-1.048411e-18
-0.963379,-2.059080e-19,-1.036247e-18
-0.963135,-1.877907e-19,-1.010901e-18
-0.962891,-1.717349e-19,-9.880377e-19
-0.962646,-1.965461e-19,-9.857531e-19
-0.962402,-1.991274e-19,-9.984803e-19
-0.962158,-1.859655e-19,-1.008903e-18
-0.961914,-1.841893e-19,-1.027784e-18
-0.961670,-1.861561e-19,-1.038605e-18
-0.961426,-2.026621e-19,-1.020965e-18
-0.961182,-1.967910e-19,-9.934259e-19
-0.960938,-1.730744e-19,-9.703380e-19
-0.960693,-1.899115e-19,-9.682117e-19
-0.960449,-2.036654e-19,-9.831762e-19
-0.960205,-1.876523e-19,-9.961775e-19
