tempo_s,strain_H1,strain_L1
-0.867188,1.381918e-19,-1.034257e-18
-0.866943,1.247754e-19,-1.057700e-18
-0.866699,1.071471e-19,-1.077250e-18
-0.866455,1.104136e-19,-1.100983e-18
-0.866211,1.178730e-19,-1.120127e-18
-0.865967,1.296196e-19,-1.091751e-18
-0.865723,1.071482e-19,-1.042611e-18
-0.865479,9.233130e-20,-1.023916e-18
-0.865234,1.250840e-19,-1.035269e-18
-0.864990,1.244827e-19,-1.057753e-18
-0.864746,1.003577e-19,-1.073677e-18
-0.864502,1.016285e-19,-1.092689e-18
-0.864258,1.081359e-19,-1.112229e-18
-0.864014,1.213533e-19,-1.089825e-18
-0.863770,1.103219e-19,-1.038460e-18
-0.863525,8.496425e-20,-1.019646e-18
-0.863281,1.082906e-19,-1.037449e-18
-0.863037,1.238064e-19,-1.059644e-18
-0.862793,9.851072e-20,-1.074050e-18
-0.862549,9.274993e-20,-1.089268e-18
-0.862305,1.014599e-19,-1.105456e-18
-0.862061,1.092039e-19,-1.085899e-18
-0.861816,1.062311e-19,-1.034531e-18
-0.861572,8.232244e-20,-1.015147e-18
-0.861328,9.254822e-20,-1.036069e-18
-0.861084,1.177312e-19,-1.060951e-18
-0.860840,9.747587e-20,-1.074363e-18
-0.860596,8.409669e-20,-1.084254e-18
-0.860352,9.197066e-20,-1.099064e-18
-0.860107,9.905064e-20,-1.084205e-18
-0.859863,1.037942e-19,-1.033378e-18
-0.859619,8.154415e-20,-1.011894e-18
-0.859375,7.619028e-20,-1.037556e-18
-0.859131,1.062448e-19,-1.064156e-18
-0.858887,9.881801e-20,-1.072761e-18
-0.858643,7.438565e-20,-1.079066e-18
-0.858398,8.206078e-20,-1.091551e-18
-0.858154,9.072249e-20,-1.080614e-18
-0.857910,9.407521e-20,-1.033080e-18
-0.857666,8.173342e-20,-1.010573e-18
-0.857422,6.636448e-20,-1.040080e-18
-0.857178,9.253407e-20,-1.069103e-18
-0.856934,9.880231e-20,-1.074863e-18
-0.856689,6.955963e-20,-1.077359e-18
-0.856445,7.094845e-20,-1.087938e-18
-0.856201,8.113555e-20,-1.078447e-18
-0.855957,8.736020e-20,-1.032181e-18
-0.855713,8.120432e-20,-1.008472e-18
-0.855469,5.774371e-20,-1.039688e-18
-0.855225,7.366321e-20,-1.074112e-18
-0.854980,9.541189e-20,-1.077018e-18
-0.854736,7.075702e-20,-1.074204e-18
-0.854492,5.885425e-20,-1.084831e-18
-0.854248,7.272904e-20,-1.077153e-18
-0.854004,7.851204e-20,-1.034426e-18
-0.853760,7.586419e-20,-1.009942e-18
-0.853516,5.528991e-20,-1.042082e-18
-0.853271,5.820735e-20,-1.081053e-18
-0.853027,8.532939e-20,-1.081701e-18
-0.852783,6.849987e-20,-1.072771e-18
-0.852539,5.075984e-20,-1.079819e-18
-0.852295,6.150020e-20,-1.076154e-18
-0.852051,6.721513e-20,-1.036777e-18
-0.851807,7.169379e-20,-1.008205e-18
-0.851562,5.374452e-20,-1.043472e-18
-0.851318,4.486867e-20,-1.089169e-18
-0.851074,7.369709e-20,-1.087040e-18
-0.850830,6.925755e-20,-1.073715e-18
-0.850586,4.264346e-20,-1.078607e-18
-0.850342,4.886503e-20,-1.075323e-18
-0.850098,5.940844e-20,-1.039449e-18
-0.849854,6.083946e-20,-1.010500e-18
-0.849609,5.126989e-20,-1.045347e-18
-0.849365,3.503356e-20,-1.096187e-18
-0.849121,5.732698e-20,-1.091908e-18
-0.848877,6.911589e-20,-1.072396e-18
-0.848633,3.743529e-20,-1.078987e-18
-0.848389,3.898657e-20,-1.075594e-18
-0.848145,5.221366e-20,-1.041911e-18
-0.847900,5.007171e-20,-1.016612e-18
-0.847656,4.919116e-20,-1.050790e-18
-0.847412,2.979571e-20,-1.103695e-18
-0.847168,3.964774e-20,-1.100972e-18
-0.846924,6.182266e-20,-1.076626e-18
-0.846680,3.657649e-20,-1.078137e-18
-0.846436,2.480607e-20,-1.077893e-18
-0.846191,4.162281e-20,-1.046060e-18
-0.845947,4.432118e-20,-1.021377e-18
-0.845703,4.384685e-20,-1.057172e-18
-0.845459,2.858671e-20,-1.112294e-18
-0.845215,2.440634e-20,-1.112010e-18
-0.844971,5.359692e-20,-1.081526e-18
-0.844727,3.988723e-20,-1.079583e-18
-0.844482,1.716494e-20,-1.081717e-18
-0.844238,3.255633e-20,-1.052766e-18
-0.843994,3.560458e-20,-1.028398e-18
-0.843750,3.700852e-20,-1.062563e-18
-0.843506,2.640242e-20,-1.120148e-18
-0.843262,1.302146e-20,-1.120450e-18
-0.843018,4.186983e-20,-1.088688e-18
-0.842773,4.311249e-20,-1.083472e-18
-0.842529,1.326482e-20,-1.084450e-18
-0.842285,2.140157e-20,-1.060081e-18
-0.842041,3.374167e-20,-1.037524e-18
-0.841797,3.196761e-20,-1.072542e-18
-0.841553,2.681720e-20,-1.132528e-18
-0.841309,1.048758e-20,-1.133053e-18
-0.841064,2.624417e-20,-1.097522e-18
-0.840820,4.502127e-20,-1.088460e-18
-0.840576,1.422886e-20,-1.090184e-18
-0.840332,1.076886e-20,-1.068100e-18
-0.840088,3.095889e-20,-1.048483e-18
-0.839844,2.637449e-20,-1.082197e-18
-0.839600,2.685241e-20,-1.142681e-18
-0.839355,1.371712e-20,-1.148926e-18
-0.839111,1.520465e-20,-1.107535e-18
-0.838867,4.366334e-20,-1.094070e-18
-0.838623,2.097272e-20,-1.099121e-18
-0.838379,3.898989e-21,-1.076734e-18
-0.838135,2.664161e-20,-1.059434e-18
-0.837891,2.571310e-20,-1.093372e-18
-0.837646,2.492606e-20,-1.153156e-18
-0.837402,1.760749e-20,-1.161380e-18
-0.837158,8.530797e-21,-1.117922e-18
-0.836914,3.700453e-20,-1.101365e-18
-0.836670,3.130794e-20,-1.106386e-18
-0.836426,3.021912e-21,-1.087502e-18
-0.836182,2.060188e-20,-1.072155e-18
-0.835938,2.856149e-20,-1.105431e-18
-0.835693,2.321231e-20,-1.166180e-18
-0.835449,2.108835e-20,-1.176470e-18
-0.835205,6.383310e-21,-1.130554e-18
-0.834961,2.729870e-20,-1.108741e-18
-0.834717,3.969122e-20,-1.116324e-18
-0.834473,5.744083e-21,-1.098045e-18
-0.834229,1.275136e-20,-1.081854e-18
-0.833984,3.223575e-20,-1.119353e-18
-0.833740,2.361960e-20,-1.179174e-18
-0.833496,2.373201e-20,-1.191010e-18
-0.833252,1.148824e-20,-1.144986e-18
-0.833008,1.719975e-20,-1.118536e-18
-0.832764,4.304406e-20,-1.126846e-18
-0.832520,1.591832e-20,-1.110013e-18
-0.832275,3.566231e-21,-1.094397e-18
-0.832031,3.129218e-20,-1.132708e-18
-0.831787,2.632292e-20,-1.191712e-18
-0.831543,2.337394e-20,-1.200712e-18
-0.831299,1.850096e-20,-1.156542e-18
-0.831055,1.071761e-20,-1.128922e-18
-0.830811,4.105282e-20,-1.134249e-18
-0.830566,2.880283e-20,-1.122864e-18
-0.830322,2.885669e-22,-1.107701e-18
-0.830078,2.830974e-20,-1.146759e-18
-0.829834,3.095744e-20,-1.206550e-18
-0.829590,2.109975e-20,-1.214362e-18
-0.829346,2.317796e-20,-1.171856e-18
-0.829102,1.035457e-20,-1.138700e-18
-0.828857,3.360445e-20,-1.143525e-18
-0.828613,3.956823e-20,-1.135379e-18
-0.828369,3.117181e-21,-1.118734e-18
-0.828125,1.903468e-20,-1.158373e-18
-0.827881,3.697945e-20,-1.218787e-18
-0.827637,2.239006e-20,-1.226825e-18
-0.827393,2.380531e-20,-1.184425e-18
-0.827148,1.581043e-20,-1.151229e-18
-0.826904,2.379208e-20,-1.153926e-18
-0.826660,4.377942e-20,-1.146792e-18
-0.826416,1.351092e-20,-1.132195e-18
-0.826172,7.806938e-21,-1.168984e-18
-0.825928,3.758604e-20,-1.230557e-18
-0.825684,2.798819e-20,-1.237508e-18
-0.825439,2.328668e-20,-1.194319e-18
-0.825195,2.136174e-20,-1.162597e-18
-0.824951,1.784240e-20,-1.161405e-18
-0.824707,4.461860e-20,-1.157196e-18
-0.824463,2.636746e-20,-1.145972e-18
-0.824219,3.365049e-21,-1.180134e-18
-0.823975,3.561957e-20,-1.243403e-18
-0.823730,3.298676e-20,-1.251500e-18
-0.823486,2.268281e-20,-1.204413e-18
-0.823242,2.594727e-20,-1.170688e-18
-0.822998,1.513144e-20,-1.171312e-18
-0.822754,3.955123e-20,-1.167327e-18
-0.822510,3.817182e-20,-1.154977e-18
-0.822266,3.959606e-21,-1.189697e-18
-0.822021,2.875745e-20,-1.251967e-18
-0.821777,4.316800e-20,-1.260148e-18
-0.821533,2.453830e-20,-1.214529e-18
-0.821289,2.736846e-20,-1.179771e-18
-0.821045,2.135004e-20,-1.179390e-18
-0.820801,3.247895e-20,-1.176165e-18
-0.820557,4.597706e-20,-1.167518e-18
-0.820312,1.278158e-20,-1.198177e-18
-0.820068,1.751897e-20,-1.256541e-18
-0.819824,4.716553e-20,-1.268462e-18
-0.819580,3.133950e-20,-1.219974e-18
-0.819336,2.618207e-20,-1.185509e-18
-0.819092,2.775247e-20,-1.185240e-18
-0.818848,2.783311e-20,-1.183587e-18
-0.818604,4.953599e-20,-1.178024e-18
-0.818359,2.957626e-20,-1.203446e-18
-0.818115,1.179332e-20,-1.265491e-18
-0.817871,4.440731e-20,-1.276722e-18
-0.817627,3.928061e-20,-1.224019e-18
-0.817383,2.625591e-20,-1.192477e-18
-0.817139,3.358225e-20,-1.190014e-18
-0.816895,2.738238e-20,-1.187917e-18
-0.816650,4.658911e-20,-1.182723e-18
-0.816406,4.178947e-20,-1.207591e-18
-0.816162,1.121664e-20,-1.266818e-18
-0.815918,4.087289e-20,-1.277887e-18
-0.815674,5.137665e-20,-1.229053e-18
-0.815430,2.849138e-20,-1.194566e-18
-0.815186,3.763876e-20,-1.193237e-18
-0.814941,3.250672e-20,-1.194220e-18
-0.814697,4.069432e-20,-1.188194e-18
-0.814453,5.304057e-20,-1.211943e-18
-0.814209,1.877880e-20,-1.266492e-18
-0.813965,2.949074e-20,-1.279827e-18
-0.813721,5.834388e-20,-1.231704e-18
-0.813477,3.602429e-20,-1.193065e-18
-0.813232,3.585420e-20,-1.193175e-18
-0.812988,3.862385e-20,-1.194849e-18
-0.812744,3.920035e-20,-1.191578e-18
-0.812500,5.952771e-20,-1.214106e-18
-0.812256,3.311060e-20,-1.265071e-18
-0.812012,2.375776e-20,-1.279919e-18
-0.811768,6.002339e-20,-1.230446e-18
-0.811523,4.810912e-20,-1.191980e-18
-0.811279,3.478956e-20,-1.193364e-18
-0.811035,4.401144e-20,-1.194573e-18
-0.810791,4.042721e-20,-1.192173e-18
-0.810547,5.695368e-20,-1.213558e-18
-0.810303,4.819901e-20,-1.261406e-18
-0.810059,2.296619e-20,-1.273096e-18
-0.809814,5.634253e-20,-1.226401e-18
-0.809570,6.217745e-20,-1.190174e-18
-0.809326,3.583255e-20,-1.189374e-18
-0.809082,4.843808e-20,-1.193718e-18
-0.808838,4.604353e-20,-1.193527e-18
-0.808594,5.365997e-20,-1.212633e-18
-0.808350,6.204723e-20,-1.254790e-18
-0.808105,2.859881e-20,-1.266584e-18
-0.807861,4.597077e-20,-1.223058e-18
-0.807617,7.288495e-20,-1.183375e-18
-0.807373,4.561358e-20,-1.184168e-18
-0.807129,4.536146e-20,-1.189505e-18
-0.806885,5.520793e-20,-1.189597e-18
-0.806641,5.473225e-20,-1.209131e-18
-0.806396,6.697595e-20,-1.246826e-18
-0.806152,4.427260e-20,-1.257341e-18
-0.805908,4.078473e-20,-1.215472e-18
-0.805664,7.751327e-20,-1.177201e-18
-0.805420,5.971425e-20,-1.177240e-18
-0.805176,4.362224e-20,-1.183165e-18
-0.804932,5.920906e-20,-1.183908e-18
-0.804688,5.795602e-20,-1.202756e-18
-0.804443,6.903863e-20,-1.236481e-18
-0.804199,5.894467e-20,-1.243609e-18
-0.803955,3.958065e-20,-1.204968e-18
-0.803711,7.158944e-20,-1.166312e-18
-0.803467,7.435102e-20,-1.167743e-18
-0.803223,4.778438e-20,-1.176501e-18
-0.802979,6.186920e-20,-1.177152e-18
-0.802734,6.488253e-20,-1.195731e-18
-0.802490,6.522667e-20,-1.225128e-18
-0.802246,7.019487e-20,-1.230198e-18
-0.802002,4.568044e-20,-1.191867e-18
-0.801758,6.209828e-20,-1.154992e-18
-0.801514,8.493797e-20,-1.157083e-18
-0.801270,5.585287e-20,-1.164313e-18
-0.801025,5.655661e-20,-1.167085e-18
-0.800781,7.109190e-20,-1.187495e-18
-0.800537,6.753900e-20,-1.211997e-18
-0.800293,7.382777e-20,-1.211658e-18
-0.800049,5.597478e-20,-1.177891e-18
-0.799805,5.588467e-20,-1.142564e-18
-0.799561,8.770580e-20,-1.142387e-18
-0.799316,6.871053e-20,-1.155260e-18
-0.799072,5.282451e-20,-1.157578e-18
-0.798828,7.121290e-20,-1.174278e-18
-0.798584,7.041918e-20,-1.197323e-18
-0.798340,7.332174e-20,-1.192139e-18
-0.798096,6.565461e-20,-1.159054e-18
-0.797852,5.170711e-20,-1.126684e-18
-0.797607,7.958765e-20,-1.128051e-18
-0.797363,8.286697e-20,-1.141398e-18
-0.797119,5.352663e-20,-1.145002e-18
-0.796875,6.499562e-20,-1.163119e-18
-0.796631,7.526320e-20,-1.182695e-18
-0.796387,6.986705e-20,-1.172470e-18
-0.796143,6.976335e-20,-1.138557e-18
-0.795898,5.383839e-20,-1.110726e-18
-0.795654,6.894846e-20,-1.112074e-18
-0.795410,8.878256e-20,-1.126374e-18
-0.795166,5.910492e-20,-1.130939e-18
-0.794922,5.743610e-20,-1.146754e-18
-0.794678,7.725083e-20,-1.166836e-18
-0.794434,7.207789e-20,-1.152075e-18
-0.794189,6.881250e-20,-1.117733e-18
-0.793945,5.782575e-20,-1.094009e-18
-0.793701,6.149724e-20,-1.095759e-18
-0.793457,8.551203e-20,-1.111648e-18
-0.793213,6.838074e-20,-1.118323e-18
-0.792969,5.102160e-20,-1.132295e-18
-0.792725,7.098030e-20,-1.147357e-18
-0.792480,7.370996e-20,-1.131150e-18
-0.792236,6.645056e-20,-1.095187e-18
-0.791992,6.102028e-20,-1.072474e-18
-0.791748,5.722861e-20,-1.079312e-18
-0.791504,7.829497e-20,-1.095922e-18
-0.791260,7.777618e-20,-1.104045e-18
-0.791016,5.134489e-20,-1.119041e-18
-0.790771,6.111370e-20,-1.131387e-18
-0.790527,7.729548e-20,-1.111920e-18
-0.790283,6.718122e-20,-1.073589e-18
-0.790039,6.042352e-20,-1.054118e-18
-0.789795,5.615154e-20,-1.062042e-18
-0.789551,6.841093e-20,-1.077693e-18
-0.789307,8.258343e-20,-1.089354e-18
-0.789062,5.596309e-20,-1.102666e-18
-0.788818,5.195088e-20,-1.112562e-18
-0.788574,7.658125e-20,-1.090436e-18
-0.788330,7.072740e-20,-1.049482e-18
-0.788086,6.083097e-20,-1.035040e-18
-0.787842,5.665928e-20,-1.045402e-18
-0.787598,6.136168e-20,-1.061351e-18
-0.787354,7.941307e-20,-1.074831e-18
-0.787109,6.619432e-20,-1.087858e-18
-0.786865,4.460770e-20,-1.095131e-18
-0.786621,6.526580e-20,-1.069492e-18
-0.786377,7.702868e-20,-1.026375e-18
-0.786133,5.749672e-20,-1.013589e-18
-0.785889,5.387844e-20,-1.028086e-18
-0.785645,6.075081e-20,-1.044839e-18
-0.785400,7.245189e-20,-1.060159e-18
-0.785156,7.160781e-20,-1.074356e-18
-0.784912,4.579208e-20,-1.078662e-18
-0.784668,5.606022e-20,-1.051077e-18
-0.784424,7.670253e-20,-1.006960e-18
-0.784180,5.929425e-20,-9.931314e-19
-0.783936,5.116733e-20,-1.010723e-18
-0.783691,5.619604e-20,-1.031201e-18
-0.783447,6.493042e-20,-1.044779e-18
-0.783203,7.229939e-20,-1.059705e-18
-0.782959,5.002649e-20,-1.061435e-18
-0.782715,4.421699e-20,-1.029986e-18
-0.782471,7.260038e-20,-9.874115e-19
-0.782227,6.781579e-20,-9.726630e-19
-0.781982,4.502494e-20,-9.954574e-19
-0.781738,5.136811e-20,-1.018142e-18
-0.781494,6.135764e-20,-1.030190e-18
-0.781250,6.639959e-20,-1.048975e-18
-0.781006,5.710718e-20,-1.047578e-18
-0.780762,3.715424e-20,-1.012334e-18
-0.780518,5.833909e-20,-9.690079e-19
-0.780273,7.226709e-20,-9.548251e-19
-0.780029,4.335544e-20,-9.791770e-19
-0.779785,4.229597e-20,-1.004562e-18
-0.779541,5.672592e-20,-1.020310e-18
-0.779297,6.180068e-20,-1.037670e-18
-0.779053,5.954216e-20,-1.037077e-18
-0.778809,3.489042e-20,-9.988103e-19
-0.778564,4.286109e-20,-9.512514e-19
-0.778320,7.144243e-20,-9.421380e-19
-0.778076,4.763276e-20,-9.663649e-19
-0.777832,3.020016e-20,-9.923215e-19
-0.777588,5.035958e-20,-1.010746e-18
-0.777344,5.541714e-20,-1.026539e-18
-0.777100,5.309932e-20,-1.025578e-18
-0.776855,3.739428e-20,-9.832561e-19
-0.776611,2.880737e-20,-9.361949e-19
-0.776367,6.198460e-20,-9.295900e-19
-0.776123,5.661663e-20,-9.536027e-19
-0.775879,2.216540e-20,-9.826600e-19
-0.775635,3.957506e-20,-1.002801e-18
-0.775391,5.358343e-20,-1.021043e-18
-0.775146,4.439733e-20,-1.018038e-18
-0.774902,3.728255e-20,-9.723921e-19
-0.774658,2.179014e-20,-9.245726e-19
-0.774414,4.204578e-20,-9.171993e-19
-0.774170,5.843816e-20,-9.442792e-19
-0.773926,2.102494e-20,-9.744851e-19
-0.773682,2.341238e-20,-9.976625e-19
-0.773438,4.994307e-20,-1.016778e-18
-0.773193,4.073414e-20,-1.012017e-18
-0.772949,3.338706e-20,-9.671539e-19
-0.772705,1.942331e-20,-9.159434e-19
-0.772461,2.586185e-20,-9.089963e-19
-0.772217,5.382340e-20,-9.387196e-19
-0.771973,2.548881e-20,-9.691146e-19
-0.771729,5.154428e-21,-9.934880e-19
-0.771484,3.738592e-20,-1.013899e-18
-0.771240,3.844258e-20,-1.007841e-18
-0.770996,2.306620e-20,-9.591625e-19
-0.770752,1.534654e-20,-9.087720e-19
-0.770508,1.227382e-20,-9.031304e-19
-0.770264,4.008617e-20,-9.335004e-19
-0.770020,3.205975e-20,-9.670373e-19
-0.769775,-5.482207e-21,-9.929444e-19
-0.769531,1.926006e-20,-1.014492e-18
-0.769287,3.653289e-20,-1.009042e-18
-0.769043,1.462122e-20,-9.581007e-19
-0.768799,9.280662e-21,-9.020497e-19
-0.768555,1.128724e-21,-8.988076e-19
-0.768311,1.970559e-20,-9.339852e-19
-0.768066,3.402405e-20,-9.638345e-19
-0.767822,-1.098188e-20,-9.908933e-19
-0.767578,-4.956011e-21,-1.015511e-18
-0.767334,3.176686e-20,-1.009301e-18
-0.767090,1.228679e-20,-9.582304e-19
-0.766846,-9.624226e-22,-9.030445e-19
-0.766602,-6.512192e-21,-8.983037e-19
-0.766357,3.593115e-21,-9.332938e-19
-0.766113,2.522187e-20,-9.666517e-19
-0.765869,-9.046846e-21,-9.931262e-19
-0.765625,-2.488624e-20,-1.017590e-18
-0.765381,1.389689e-20,-1.011916e-18
-0.765137,1.053057e-20,-9.584828e-19
-0.764893,-1.430996e-20,-9.008331e-19
-0.764648,-1.593653e-20,-8.990611e-19
-0.764404,-1.193438e-20,-9.375729e-19
-0.764160,1.013482e-20,-9.669561e-19
-0.763916,-4.125167e-21,-9.968822e-19
-0.763672,-4.030528e-20,-1.025002e-18
-0.763428,-6.516766e-21,-1.017979e-18
-0.763184,8.706837e-21,-9.661145e-19
-0.762939,-2.534462e-20,-9.043599e-19
-0.762695,-2.842310e-20,-8.998765e-19
-0.762451,-2.459299e-20,-9.410972e-19
-0.762207,-7.719653e-21,-9.725983e-19
-0.761963,-6.487590e-21,-1.001796e-18
-0.761719,-4.771542e-20,-1.030247e-18
-0.761475,-3.141064e-20,-1.024174e-18
-0.761230,2.778862e-21,-9.700389e-19
-0.760986,-2.647632e-20,-9.101834e-19
-0.760742,-4.335362e-20,-9.065453e-19
-0.760498,-3.587485e-20,-9.488470e-19
-0.760254,-2.460137e-20,-9.809457e-19
-0.760010,-1.310128e-20,-1.004600e-18
-0.759766,-4.907719e-20,-1.036113e-18
-0.759521,-5.739491e-20,-1.033867e-18
-0.759277,-1.198883e-20,-9.776197e-19
-0.759033,-2.618808e-20,-9.176403e-19
-0.758789,-5.828538e-20,-9.116827e-19
-0.758545,-4.989096e-20,-9.540481e-19
-0.758301,-3.792547e-20,-9.892622e-19
-0.758057,-2.321670e-20,-1.013813e-18
-0.757812,-4.590336e-20,-1.046234e-18
-0.757568,-7.387116e-20,-1.043663e-18
-0.757324,-3.188058e-20,-9.879927e-19
-0.757080,-2.352031e-20,-9.276548e-19
-0.756836,-6.671302e-20,-9.197013e-19
-0.756592,-6.409658e-20,-9.641310e-19
-0.756348,-4.938863e-20,-9.983440e-19
-0.756104,-3.773884e-20,-1.019448e-18
-0.755859,-4.719293e-20,-1.053791e-18
-0.755615,-8.308158e-20,-1.054221e-18
-0.755371,-5.556158e-20,-9.972264e-19
-0.755127,-2.588252e-20,-9.366672e-19
-0.754883,-6.559351e-20,-9.293282e-19
-0.754639,-7.985789e-20,-9.716996e-19
-0.754395,-5.921241e-20,-1.008804e-18
-0.754150,-4.805395e-20,-1.029239e-18
-0.753906,-5.301162e-20,-1.060864e-18
-0.753662,-8.707613e-20,-1.064127e-18
-0.753418,-7.999545e-20,-1.006734e-18
-0.753174,-3.670266e-20,-9.465091e-19
-0.752930,-6.115924e-20,-9.393420e-19
-0.752686,-9.395567e-20,-9.802836e-19
-0.752441,-7.381778e-20,-1.017589e-18
-0.752197,-5.739161e-20,-1.037490e-18
-0.751953,-5.809921e-20,-1.069336e-18
-0.751709,-8.547562e-20,-1.074318e-18
-0.751465,-9.687980e-20,-1.019132e-18
-0.751221,-5.257727e-20,-9.581478e-19
-0.750977,-5.731649e-20,-9.488746e-19
-0.750732,-1.024154e-19,-9.894172e-19
-0.750488,-9.165180e-20,-1.027174e-18
-0.750244,-6.803474e-20,-1.044317e-18
-0.750000,-6.507334e-20,-1.073033e-18
-0.749756,-8.650074e-20,-1.081928e-18
-0.749512,-1.099342e-19,-1.028177e-18
-0.749268,-7.240044e-20,-9.680263e-19
-0.749023,-5.701553e-20,-9.594085e-19
-0.748779,-1.040564e-19,-9.954034e-19
-0.748535,-1.068093e-19,-1.035956e-18
-0.748291,-8.085075e-20,-1.054620e-18
-0.748047,-7.265541e-20,-1.077788e-18
-0.747803,-8.841971e-20,-1.088569e-18
-0.747559,-1.206244e-19,-1.037053e-18
-0.747314,-9.396174e-20,-9.751284e-19
-0.747070,-6.172051e-20,-9.670243e-19
-0.746826,-1.013045e-19,-1.002269e-18
-0.746582,-1.231641e-19,-1.042466e-18
-0.746338,-9.640424e-20,-1.060181e-18
-0.746094,-7.866773e-20,-1.081456e-18
-0.745850,-9.222627e-20,-1.094957e-18
-0.745605,-1.224683e-19,-1.045535e-18
-0.745361,-1.136726e-19,-9.832750e-19
-0.745117,-7.392749e-20,-9.760362e-19
-0.744873,-9.535556e-20,-1.009010e-18
-0.744629,-1.348534e-19,-1.045232e-18
-0.744385,-1.130981e-19,-1.062983e-18
-0.744141,-8.954473e-20,-1.083246e-18
-0.743896,-9.616816e-20,-1.095929e-18
-0.743652,-1.243145e-19,-1.050423e-18
-0.743408,-1.327005e-19,-9.878844e-19
-0.743164,-8.689226e-20,-9.815809e-19
-0.742920,-9.107711e-20,-1.016474e-18
-0.742676,-1.401571e-19,-1.048248e-18
-0.742432,-1.283608e-19,-1.066190e-18
-0.742188,-9.961914e-20,-1.085104e-18
-0.741943,-9.956204e-20,-1.097134e-18
-0.741699,-1.257363e-19,-1.054503e-18
-0.741455,-1.440876e-19,-9.908568e-19
-0.741211,-1.058959e-19,-9.876209e-19
-0.740967,-9.132587e-20,-1.019682e-18
-0.740723,-1.392587e-19,-1.045762e-18
-0.740479,-1.443998e-19,-1.067995e-18
-0.740234,-1.101021e-19,-1.085545e-18
-0.739990,-1.038776e-19,-1.093677e-18
-0.739746,-1.234630e-19,-1.057271e-18
-0.739502,-1.502939e-19,-9.967642e-19
-0.739258,-1.264317e-19,-9.890159e-19
-0.739014,-9.109012e-20,-1.022136e-18
-0.738770,-1.325635e-19,-1.047713e-18
-0.738525,-1.575588e-19,-1.063394e-18
-0.738281,-1.229805e-19,-1.079863e-18
-0.738037,-1.079186e-19,-1.087901e-18
-0.737793,-1.223665e-19,-1.053758e-18
-0.737549,-1.519256e-19,-9.965345e-19
-0.737305,-1.431911e-19,-9.889512e-19
-0.737061,-9.678497e-20,-1.023632e-18
-0.736816,-1.214766e-19,-1.044764e-18
-0.736572,-1.641698e-19,-1.058376e-18
-0.736328,-1.353081e-19,-1.075855e-18
-0.736084,-1.113678e-19,-1.081092e-18
-0.735840,-1.220442e-19,-1.051415e-18
-0.735596,-1.490885e-19,-9.951691e-19
-0.735352,-1.561851e-19,-9.850679e-19
-0.735107,-1.095109e-19,-1.020103e-18
-0.734863,-1.102204e-19,-1.038739e-18
-0.734619,-1.632851e-19,-1.051416e-18
-0.734375,-1.508956e-19,-1.066427e-18
-0.734131,-1.135338e-19,-1.070675e-18
-0.733887,-1.189835e-19,-1.043873e-18
-0.733643,-1.450755e-19,-9.911468e-19
-0.733398,-1.592168e-19,-9.815729e-19
-0.733154,-1.238626e-19,-1.015217e-18
-0.732910,-1.025383e-19,-1.034171e-18
-0.732666,-1.546858e-19,-1.039941e-18
-0.732422,-1.638338e-19,-1.052489e-18
-0.732178,-1.168452e-19,-1.058130e-18
-0.731934,-1.156417e-19,-1.030932e-18
-0.731689,-1.396578e-19,-9.834074e-19
-0.731445,-1.582163e-19,-9.722808e-19
-0.731201,-1.367310e-19,-1.006340e-18
-0.730957,-9.907617e-20,-1.025508e-18
-0.730713,-1.403561e-19,-1.025592e-18
-0.730469,-1.700957e-19,-1.039942e-18
-0.730225,-1.257653e-19,-1.044994e-18
-0.729980,-1.122838e-19,-1.018442e-18
-0.729736,-1.337930e-19,-9.749021e-19
-0.729492,-1.542074e-19,-9.627104e-19
-0.729248,-1.457719e-19,-9.967743e-19
-0.729004,-1.008287e-19,-1.013232e-18
-0.728760,-1.216037e-19,-1.010129e-18
-0.728516,-1.689917e-19,-1.022250e-18
-0.728271,-1.332357e-19,-1.026381e-18
-0.728027,-1.047768e-19,-1.002546e-18
-0.727783,-1.253341e-19,-9.625880e-19
-0.727539,-1.458311e-19,-9.524256e-19
-0.727295,-1.483344e-19,-9.842859e-19
-0.727051,-1.079998e-19,-1.001801e-18
-0.726807,-1.045086e-19,-9.946326e-19
-0.726562,-1.595875e-19,-1.002567e-18
-0.726318,-1.454350e-19,-1.008829e-18
-0.726074,-9.930254e-20,-9.820582e-19
-0.725830,-1.117070e-19,-9.491855e-19
-0.725586,-1.384418e-19,-9.420759e-19
-0.725342,-1.443378e-19,-9.673319e-19
-0.725098,-1.106344e-19,-9.872780e-19
-0.724854,-9.065386e-20,-9.785877e-19
-0.724609,-1.398451e-19,-9.829495e-19
-0.724365,-1.499305e-19,-9.882174e-19
-0.724121,-9.913464e-20,-9.653803e-19
-0.723877,-9.679857e-20,-9.357861e-19
-0.723633,-1.281440e-19,-9.264904e-19
-0.723389,-1.372234e-19,-9.540878e-19
-0.723145,-1.130951e-19,-9.724413e-19
-0.722900,-8.113582e-20,-9.582162e-19
-0.722656,-1.129092e-19,-9.597091e-19
-0.722412,-1.493820e-19,-9.653618e-19
-0.722168,-1.020679e-19,-9.451694e-19
-0.721924,-7.652172e-20,-9.188178e-19
-0.721680,-1.119694e-19,-9.117708e-19
-0.721436,-1.279374e-19,-9.377014e-19
-0.721191,-1.123431e-19,-9.561949e-19
