planeta,tempo_desde_meio_transito_h,fluxo_relativo
Kepler-10 b,2.60166,1.0003592
Kepler-10 b,2.61801,0.9999385
Kepler-10 b,2.63435,1.0002169
Kepler-10 b,2.65070,1.0001472
Kepler-10 b,2.66705,0.9997083
Kepler-10 b,2.68339,1.0002292
Kepler-10 b,2.69974,0.9999542
Kepler-10 b,2.71609,1.0000875
Kepler-10 b,2.73243,0.9998026
Kepler-10 b,2.74878,0.9999515
Kepler-10 b,2.76512,1.0000929
Kepler-10 b,2.78147,0.9997085
Kepler-10 b,2.79782,1.0000223
Kepler-10 b,2.81416,1.0003095
Kepler-10 b,2.83051,0.9999376
Kepler-10 b,2.84686,1.0000197
Kepler-10 b,2.86320,1.0001675
Kepler-10 b,2.87955,0.9999776
Kepler-10 b,2.89590,0.9996382
Kepler-10 b,2.91224,1.0003057
Kepler-10 b,2.92859,0.9997388
Kepler-10 b,2.94494,1.0001361
Kepler-10 b,2.96128,1.0001461
Kepler-10 b,2.97763,0.9998393
Kepler-10 b,2.99398,1.0002587
Kepler-10 b,3.01032,0.9998387
Kepler-10 b,3.02667,0.9999175
Kepler-10 b,3.04301,1.0000558
Kepler-10 b,3.05936,0.9998401
Kepler-10 b,3.07571,0.9998997
Kepler-10 b,3.09205,0.9998831
Kepler-10 b,3.10840,1.0000558
Kepler-10 b,3.12475,0.9998753
Kepler-10 b,3.14109,1.0001390
Kepler-10 b,3.15744,1.0001818
Kepler-10 b,3.17378,0.9997995
Kepler-10 b,3.19013,0.9997935
Kepler-10 b,3.20648,1.0000691
Kepler-10 b,3.22282,1.0001372
Kepler-10 b,3.23917,0.9998855
Kepler-10 b,3.25552,1.0001992
Kepler-10 b,3.27186,0.9999740
Kepler-10 b,3.28821,0.9999220
Kepler-10 b,3.30456,1.0001003
Kepler-10 b,3.32090,1.0000980
Kepler-10 b,3.33725,0.9999601
Kepler-10 b,3.35360,1.0001545
Kepler-10 b,3.36994,1.0000955
Kepler-10 b,3.38629,0.9997577
Kepler-10 b,3.40263,1.0001425
Kepler-10 b,3.41898,0.9999998
Kepler-10 b,3.43533,1.0001112
Kepler-10 b,3.45167,1.0003787
Kepler-10 b,3.46802,1.0005758
Kepler-10 b,3.48437,1.0003218
Kepler-10 b,3.50071,1.0002719
Kepler-10 b,3.51706,1.0001124
Kepler-10 b,3.53340,0.9998770
Kepler-10 b,3.54975,1.0001686
Kepler-10 b,3.56610,1.0003503
Kepler-10 b,3.58245,0.9998090
Kepler-10 b,3.59879,1.0000864
Kepler-10 b,3.61514,0.9998297
Kepler-10 b,3.63149,1.0003054
Kepler-10 b,3.64783,1.0000946
Kepler-10 b,3.66418,1.0002263
Kepler-10 b,3.68052,1.0003256
Kepler-10 b,3.69687,0.9999058
Kepler-10 b,3.71322,0.9999151
Kepler-10 b,3.72956,1.0001471
Kepler-10 b,3.74591,0.9998587
Kepler-10 b,3.76226,1.0001732
Kepler-10 b,3.77860,1.0000509
Kepler-10 b,3.79495,0.9998736
Kepler-10 b,3.81129,0.9996012
Kepler-10 b,3.82764,0.9998726
Kepler-10 b,3.84399,1.0003462
Kepler-10 b,3.86033,1.0000372
Kepler-10 b,3.87668,1.0000588
Kepler-10 b,3.89303,0.9996550
Kepler-10 b,3.90937,0.9998059
Kepler-10 b,3.92572,1.0000508
Kepler-10 b,3.94206,0.9995212
Kepler-10 b,3.95841,0.9999076
Kepler-10 b,3.97476,0.9998384
Kepler-10 b,3.99110,1.0000383
Kepler-10 b,4.00745,0.9998676
Kepler-10 b,4.02380,0.9998515
Kepler-10 b,4.04015,1.0004312
Kepler-10 b,4.05649,0.9997490
Kepler-10 b,4.07284,0.9999168
Kepler-10 b,4.08918,1.0001451
Kepler-10 b,4.10553,1.0001416
Kepler-10 b,4.12188,1.0000180
Kepler-10 b,4.13822,1.0002141
Kepler-10 b,4.15457,1.0002831
Kepler-10 b,4.17092,0.9997408
Kepler-10 b,4.18726,1.0002707
Kepler-10 b,4.20361,0.9996773
Kepler-10 b,4.21995,0.9997908
Kepler-10 b,4.23630,1.0000308
Kepler-10 b,4.25265,0.9999015
Kepler-10 b,4.26899,1.0001362
Kepler-10 b,4.28534,0.9997311
Kepler-10 b,4.30169,0.9996388
Kepler-10 b,4.31803,0.9997218
Kepler-10 b,4.33438,0.9997246
Kepler-10 b,4.35073,1.0001849
Kepler-10 b,4.36707,0.9996342
Kepler-10 b,4.38342,0.9999400
Kepler-10 b,4.39977,0.9998081
Kepler-10 b,4.41611,0.9999132
Kepler-10 b,4.43246,0.9998611
Kepler-10 b,4.44880,0.9997930
Kepler-10 b,4.46515,1.0002823
Kepler-10 b,4.48150,0.9997931
Kepler-10 b,4.49784,1.0003228
Kepler-10 b,4.51419,0.9996691
Kepler-10 b,4.53054,1.0001895
Kepler-10 b,4.54688,0.9995185
Kepler-10 b,4.56323,0.9996725
Kepler-10 b,4.57958,1.0001816
Kepler-10 b,4.59592,0.9999393
Kepler-10 b,4.61227,1.0001761
Kepler-10 b,4.62861,0.9999865
Kepler-10 b,4.64496,1.0002095
Kepler-10 b,4.66131,0.9998612
Kepler-10 b,4.67765,0.9998635
Kepler-10 b,4.69400,1.0001335
Kepler-10 b,4.71035,0.9998169
Kepler-10 b,4.72669,0.9994073
Kepler-10 b,4.74304,0.9998550
Kepler-10 b,4.75938,0.9998653
Kepler-10 b,4.77573,1.0001671
Kepler-10 b,4.79208,1.0001124
Kepler-10 b,-4.79697,1.0000091
Kepler-10 b,-4.78062,0.9999955
Kepler-10 b,-4.76428,0.9998700
Kepler-10 b,-4.74793,0.9999119
Kepler-10 b,-4.73158,1.0001438
Kepler-10 b,-4.71524,0.9998725
Kepler-10 b,-4.69889,1.0002264
Kepler-10 b,-4.68254,1.0000986
Kepler-10 b,-4.66620,0.9996502
Kepler-10 b,-4.64985,1.0001765
Kepler-10 b,-4.63350,1.0002053
Kepler-10 b,-4.61716,0.9999452
Kepler-10 b,-4.60081,1.0003143
Kepler-10 b,-4.58446,1.0000780
Kepler-10 b,-4.56812,0.9999420
Kepler-10 b,-4.55177,0.9996745
Kepler-10 b,-4.53542,0.9998951
Kepler-10 b,-4.51908,1.0000851
Kepler-10 b,-4.50273,0.9997454
Kepler-10 b,-4.48639,0.9999666
Kepler-10 b,-4.47004,1.0000409
Kepler-10 b,-4.45369,0.9999979
Kepler-10 b,-4.43735,1.0000715
Kepler-10 b,-4.42100,1.0000591
Kepler-10 b,-4.40465,0.9998005
Kepler-10 b,-4.38831,0.9998661
Kepler-10 b,-4.37196,1.0002481
Kepler-10 b,-4.35562,0.9997669
Kepler-10 b,-4.33927,1.0001131
Kepler-10 b,-4.32292,0.9998995
Kepler-10 b,-4.30658,0.9995421
Kepler-10 b,-4.29023,1.0005893
Kepler-10 b,-4.27388,0.9998736
Kepler-10 b,-4.25754,0.9998274
Kepler-10 b,-4.24119,0.9997556
Kepler-10 b,-4.22485,0.9998545
Kepler-10 b,-4.20850,1.0000263
Kepler-10 b,-4.19215,1.0002211
Kepler-10 b,-4.17580,1.0003088
Kepler-10 b,-4.15946,0.9998630
Kepler-10 b,-4.14311,1.0001676
Kepler-10 b,-4.12677,1.0001879
Kepler-10 b,-4.11042,1.0002712
Kepler-10 b,-4.09408,1.0005475
Kepler-10 b,-4.07773,0.9999127
Kepler-10 b,-4.06138,0.9997897
Kepler-10 b,-4.04504,1.0000582
Kepler-10 b,-4.02869,0.9998351
Kepler-10 b,-4.01234,0.9996850
Kepler-10 b,-3.99600,0.9997246
Kepler-10 b,-3.97965,1.0003565
Kepler-10 b,-3.96330,1.0003715
Kepler-10 b,-3.94696,0.9999935
Kepler-10 b,-3.93061,1.0002830
Kepler-10 b,-3.91426,1.0001002
Kepler-10 b,-3.89791,0.9999528
Kepler-10 b,-3.88157,1.0005867
Kepler-10 b,-3.86523,0.9999233
Kepler-10 b,-3.84888,1.0001572
Kepler-10 b,-3.83253,1.0002064
Kepler-10 b,-3.81619,1.0001827
Kepler-10 b,-3.79984,0.9997538
Kepler-10 b,-3.78349,1.0000059
Kepler-10 b,-3.76715,0.9998378
Kepler-10 b,-3.75080,1.0000681
Kepler-10 b,-3.73445,1.0000677
Kepler-10 b,-3.71811,1.0002511
Kepler-10 b,-3.70176,0.9999043
Kepler-10 b,-3.68541,0.9999111
Kepler-10 b,-3.66907,0.9998862
Kepler-10 b,-3.65272,0.9998780
Kepler-10 b,-3.63637,0.9997987
Kepler-10 b,-3.62003,1.0001991
Kepler-10 b,-3.60368,0.9998502
Kepler-10 b,-3.58734,1.0000692
Kepler-10 b,-3.57099,0.9996244
Kepler-10 b,-3.55464,0.9999560
Kepler-10 b,-3.53830,0.9995673
Kepler-10 b,-3.52195,0.9999308
Kepler-10 b,-3.50560,1.0006134
Kepler-10 b,-3.48926,0.9998397
Kepler-10 b,-3.47291,1.0003681
Kepler-10 b,-3.45657,1.0001667
Kepler-10 b,-3.44022,0.9999479
Kepler-10 b,-3.42387,0.9999988
Kepler-10 b,-3.40753,0.9996920
Kepler-10 b,-3.39118,1.0002233
Kepler-10 b,-3.37483,0.9999192
Kepler-10 b,-3.35849,1.0001495
Kepler-10 b,-3.34214,1.0000309
Kepler-10 b,-3.32580,0.9998099
Kepler-10 b,-3.30945,1.0001327
Kepler-10 b,-3.29310,1.0001614
Kepler-10 b,-3.27675,0.9999595
Kepler-10 b,-3.26041,1.0000852
Kepler-10 b,-3.24406,0.9998006
Kepler-10 b,-3.22771,0.9997788
Kepler-10 b,-3.21137,1.0002273
Kepler-10 b,-3.19502,1.0000883
Kepler-10 b,-3.17868,1.0003946
Kepler-10 b,-3.16233,1.0001382
Kepler-10 b,-3.14598,1.0000587
Kepler-10 b,-3.12964,0.9997550
Kepler-10 b,-3.11329,0.9997841
Kepler-10 b,-3.09694,0.9997286
Kepler-10 b,-3.08060,0.9995132
Kepler-10 b,-3.06425,0.9998646
Kepler-10 b,-3.04791,1.0001038
Kepler-10 b,-3.03156,0.9998497
Kepler-10 b,-3.01521,1.0002071
Kepler-10 b,-2.99887,1.0003013
Kepler-10 b,-2.98252,0.9998291
Kepler-10 b,-2.96617,1.0000153
Kepler-10 b,-2.94983,1.0000159
Kepler-10 b,-2.93348,1.0000346
Kepler-10 b,-2.91713,1.0003594
Kepler-10 b,-2.90079,0.9999223
Kepler-10 b,-2.88444,1.0000697
Kepler-10 b,-2.86809,1.0000451
Kepler-10 b,-2.85175,0.9996071
Kepler-10 b,-2.83540,0.9998300
Kepler-10 b,-2.81905,0.9999788
Kepler-10 b,-2.80271,1.0002065
Kepler-10 b,-2.78636,1.0001759
Kepler-10 b,-2.77002,0.9997630
Kepler-10 b,-2.75367,0.9999479
Kepler-10 b,-2.73732,1.0001182
Kepler-10 b,-2.72098,0.9994749
Kepler-10 b,-2.70463,1.0002017
Kepler-10 b,-2.68828,1.0000484
Kepler-10 b,-2.67194,0.9998359
Kepler-10 b,-2.65559,1.0001627
Kepler-10 b,-2.63925,1.0000346
Kepler-10 b,-2.62290,1.0004940
Kepler-10 b,-2.60655,1.0006776
Kepler-10 b,-2.59021,1.0003718
Kepler-10 b,-2.57386,0.9998320
Kepler-10 b,-2.55751,0.9998924
Kepler-10 b,-2.54117,0.9999806
Kepler-10 b,-2.52482,1.0000352
Kepler-10 b,-2.50847,1.0001066
Kepler-10 b,-2.49213,0.9998347
Kepler-10 b,-2.47578,0.9997625
Kepler-10 b,-2.45943,0.9997797
Kepler-10 b,-2.44309,1.0001382
Kepler-10 b,-2.42674,0.9997380
Kepler-10 b,-2.41040,1.0000224
Kepler-10 b,-2.39405,0.9997823
Kepler-10 b,-2.37770,0.9995829
Kepler-10 b,-2.36136,0.9996637
Kepler-10 b,-2.34501,1.0003072
Kepler-10 b,-2.32866,0.9997781
Kepler-10 b,-2.31232,1.0001078
Kepler-10 b,-2.29597,0.9996352
Kepler-10 b,-2.27963,1.0006480
Kepler-10 b,-2.26328,0.9998373
Kepler-10 b,-2.24693,0.9998546
Kepler-10 b,-2.23059,0.9996499
Kepler-10 b,-2.21424,1.0000266
Kepler-10 b,-2.19789,1.0000030
Kepler-10 b,-2.18155,0.9999359
Kepler-10 b,-2.16520,0.9998573
Kepler-10 b,-2.14885,1.0002657
Kepler-10 b,-2.13251,0.9997079
Kepler-10 b,-2.11616,1.0003657
Kepler-10 b,-2.09981,0.9997151
Kepler-10 b,-2.08347,1.0002518
Kepler-10 b,-2.06712,0.9998918
Kepler-10 b,-2.05077,0.9998964
Kepler-10 b,-2.03443,1.0002046
Kepler-10 b,-2.01808,0.9997710
Kepler-10 b,-2.00174,0.9997437
Kepler-10 b,-1.98539,0.9998531
Kepler-10 b,-1.96904,0.9998799
Kepler-10 b,-1.95270,0.9999647
Kepler-10 b,-1.93635,1.0003457
Kepler-10 b,-1.92000,1.0005213
Kepler-10 b,-1.90366,1.0009710
Kepler-10 b,-1.88731,0.9997768
Kepler-10 b,-1.87097,1.0002399
Kepler-10 b,-1.85462,0.9998508
Kepler-10 b,-1.83827,1.0003497
Kepler-10 b,-1.82193,0.9999007
Kepler-10 b,-1.80558,0.9999689
Kepler-10 b,-1.78923,1.0001745
Kepler-10 b,-1.77288,0.9999326
Kepler-10 b,-1.75654,0.9997127
Kepler-10 b,-1.74019,0.9999616
Kepler-10 b,-1.72385,0.9998550
Kepler-10 b,-1.70750,0.9998696
Kepler-10 b,-1.69115,1.0001089
Kepler-10 b,-1.67481,0.9999261
Kepler-10 b,-1.65846,0.9997977
Kepler-10 b,-1.64211,0.9997389
Kepler-10 b,-1.62577,0.9999239
Kepler-10 b,-1.60942,0.9998904
Kepler-10 b,-1.59308,1.0001694
Kepler-10 b,-1.57673,0.9998219
Kepler-10 b,-1.56038,0.9999005
Kepler-10 b,-1.54404,0.9998707
Kepler-10 b,-1.52769,1.0000220
Kepler-10 b,-1.51134,0.9991706
Kepler-10 b,-1.49500,0.9996516
Kepler-10 b,-1.47865,0.9997750
Kepler-10 b,-1.46231,0.9999768
Kepler-10 b,-1.44596,1.0000440
Kepler-10 b,-1.42961,0.9996735
Kepler-10 b,-1.41327,0.9995433
Kepler-10 b,-1.39692,0.9999798
Kepler-10 b,-1.38057,1.0000815
Kepler-10 b,-1.36423,1.0007534
Kepler-10 b,-1.34788,0.9999205
Kepler-10 b,-1.33153,1.0001113
Kepler-10 b,-1.31519,1.0000675
Kepler-10 b,-1.29884,1.0000330
Kepler-10 b,-1.28249,0.9996927
Kepler-10 b,-1.26615,1.0000052
Kepler-10 b,-1.24980,0.9999957
Kepler-10 b,-1.23345,0.9997395
Kepler-10 b,-1.21711,1.0000788
Kepler-10 b,-1.20076,0.9994322
Kepler-10 b,-1.18442,0.9998910
Kepler-10 b,-1.16807,1.0000891
Kepler-10 b,-1.15172,1.0000866
Kepler-10 b,-1.13538,0.9998919
Kepler-10 b,-1.11903,0.9999168
Kepler-10 b,-1.10268,0.9997429
Kepler-10 b,-1.08634,1.0001457
Kepler-10 b,-1.06999,0.9997417
Kepler-10 b,-1.05364,1.0000438
Kepler-10 b,-1.03730,0.9998200
Kepler-10 b,-1.02095,1.0000881
Kepler-10 b,-1.00460,1.0000664
Kepler-10 b,-0.98826,0.9999299
Kepler-10 b,-0.97191,0.9995519
Kepler-10 b,-0.95557,1.0005965
Kepler-10 b,-0.93922,1.0001661
Kepler-10 b,-0.92287,1.0000313
Kepler-10 b,-0.90653,1.0002833
Kepler-10 b,-0.89018,1.0000166
Kepler-10 b,-0.87383,1.0000172
Kepler-10 b,-0.85749,0.9997093
Kepler-10 b,-0.84114,0.9998598
Kepler-10 b,-0.82480,0.9996437
Kepler-10 b,-0.80845,0.9996308
Kepler-10 b,-0.79210,1.0001970
Kepler-10 b,-0.77576,0.9999758
Kepler-10 b,-0.75941,0.9997229
Kepler-10 b,-0.74306,1.0000351
Kepler-10 b,-0.72672,1.0000101
Kepler-10 b,-0.71037,0.9997412
Kepler-10 b,-0.69402,0.9993629
Kepler-10 b,-0.67768,1.0002696
Kepler-10 b,-0.66133,0.9997574
Kepler-10 b,-0.64499,0.9995282
Kepler-10 b,-0.62864,1.0003405
Kepler-10 b,-0.61229,0.9997503
Kepler-10 b,-0.59595,0.9996435
Kepler-10 b,-0.57960,0.9994105
Kepler-10 b,-0.56325,0.9997324
Kepler-10 b,-0.54691,1.0000482
Kepler-10 b,-0.53056,0.9995000
Kepler-10 b,-0.51421,0.9998661
Kepler-10 b,-0.49787,0.9998108
Kepler-10 b,-0.48152,1.0000489
Kepler-10 b,-0.46517,0.9998694
Kepler-10 b,-0.44883,0.9997627
Kepler-10 b,-0.43248,0.9999528
Kepler-10 b,-0.41614,0.9996776
Kepler-10 b,-0.39979,0.9999275
Kepler-10 b,-0.38344,0.9999312
Kepler-10 b,-0.36710,0.9997611
Kepler-10 b,-0.35075,1.0002122
Kepler-10 b,-0.33440,0.9998006
Kepler-10 b,-0.31806,1.0001124
Kepler-10 b,-0.30171,0.9999798
Kepler-10 b,-0.28536,0.9997555
Kepler-10 b,-0.26902,0.9992282
Kepler-10 b,-0.25267,0.9997502
Kepler-10 b,-0.23632,0.9998826
Kepler-10 b,-0.21998,0.9993934
Kepler-10 b,-0.20363,1.0008220
Kepler-10 b,-0.18728,0.9992813
Kepler-10 b,-0.17094,0.9997558
Kepler-10 b,-0.15459,0.9998727
Kepler-10 b,-0.13825,1.0000513
Kepler-10 b,-0.12190,0.9995775
Kepler-10 b,-0.10555,0.9996103
Kepler-10 b,-0.08921,0.9998194
Kepler-10 b,-0.07286,0.9999598
Kepler-10 b,-0.05651,0.9999235
Kepler-10 b,-0.04017,0.9999406
Kepler-10 b,-0.02382,1.0000517
Kepler-10 b,-0.00748,0.9997835
Kepler-10 b,0.00887,0.9999464
Kepler-10 b,0.02522,0.9993129
Kepler-10 b,0.04156,0.9994963
Kepler-10 b,0.05791,0.9996443
Kepler-10 b,0.07426,0.9997222
Kepler-10 b,0.09060,0.9994548
Kepler-10 b,0.10695,0.9995329
Kepler-10 b,0.12329,0.9997544
Kepler-10 b,0.13964,1.0001463
Kepler-10 b,0.15599,0.9997301
Kepler-10 b,0.17234,0.9997987
Kepler-10 b,0.18868,0.9992928
Kepler-10 b,0.20503,0.9993896
Kepler-10 b,0.22138,0.9998323
Kepler-10 b,0.23772,0.9995233
Kepler-10 b,0.25406,0.9997219
Kepler-10 b,0.27041,0.9999941
Kepler-10 b,0.28676,0.9997937
Kepler-10 b,0.30311,0.9995591
Kepler-10 b,0.31945,0.9999376
Kepler-10 b,0.33580,0.9997985
Kepler-10 b,0.35215,0.9999394
Kepler-10 b,0.36849,0.9997235
Kepler-10 b,0.38484,0.9995027
Kepler-10 b,0.40118,0.9992789
Kepler-10 b,0.41753,0.9999173
Kepler-10 b,0.43388,0.9994242
Kepler-10 b,0.45022,0.9996380
Kepler-10 b,0.46657,1.0001146
Kepler-10 b,0.48292,1.0001751
Kepler-10 b,0.49926,0.9997039
Kepler-10 b,0.51561,0.9996057
Kepler-10 b,0.53195,0.9996572
Kepler-10 b,0.54830,0.9992989
Kepler-10 b,0.56465,0.9997433
Kepler-10 b,0.58100,0.9997871
Kepler-10 b,0.59734,0.9996729
Kepler-10 b,0.61369,1.0000434
Kepler-10 b,0.63003,0.9999152
Kepler-10 b,0.64638,0.9998682
Kepler-10 b,0.66272,1.0000826
Kepler-10 b,0.67907,0.9998420
Kepler-10 b,0.69542,0.9996921
Kepler-10 b,0.71176,1.0001917
Kepler-10 b,0.72811,0.9998817
Kepler-10 b,0.74446,0.9996935
Kepler-10 b,0.76080,0.9999931
Kepler-10 b,0.77715,0.9995804
Kepler-10 b,0.79350,1.0000749
Kepler-10 b,0.80984,0.9997116
Kepler-10 b,0.82619,0.9995316
Kepler-10 b,0.84254,1.0000510
Kepler-10 b,0.85888,1.0002962
Kepler-10 b,0.87523,0.9997534
Kepler-10 b,0.89158,0.9998486
Kepler-10 b,0.90792,1.0003192
Kepler-10 b,0.92427,1.0000844
Kepler-10 b,0.94061,1.0001236
Kepler-10 b,0.95696,1.0001807
Kepler-10 b,0.97331,0.9996533
Kepler-10 b,0.98965,0.9997600
Kepler-10 b,1.00600,1.0000597
Kepler-10 b,1.02235,1.0000209
Kepler-10 b,1.03869,0.9996756
Kepler-10 b,1.05504,0.9999815
Kepler-10 b,1.07138,1.0001301
Kepler-10 b,1.08773,1.0002713
Kepler-10 b,1.10408,1.0000602
Kepler-10 b,1.12043,1.0002765
Kepler-10 b,1.13677,1.0000595
Kepler-10 b,1.15312,0.9996203
Kepler-10 b,1.16946,0.9998410
Kepler-10 b,1.18581,0.9998716
Kepler-10 b,1.20216,0.9999336
Kepler-10 b,1.21850,1.0003654
Kepler-10 b,1.23485,0.9999876
Kepler-10 b,1.25120,1.0002062
Kepler-10 b,1.26754,0.9999912
Kepler-10 b,1.28389,1.0002348
Kepler-10 b,1.30023,0.9997145
Kepler-10 b,1.31658,1.0001695
Kepler-10 b,1.33293,1.0000193
Kepler-10 b,1.34927,1.0003631
Kepler-10 b,1.36562,0.9996806
Kepler-10 b,1.38197,0.9998962
Kepler-10 b,1.39831,0.9997589
Kepler-10 b,1.41466,0.9998216
Kepler-10 b,1.43100,1.0000014
Kepler-10 b,1.44735,0.9996354
Kepler-10 b,1.46370,0.9999097
Kepler-10 b,1.48004,0.9999408
Kepler-10 b,1.49639,0.9999471
Kepler-10 b,1.51274,0.9997666
Kepler-10 b,1.52908,0.9999849
Kepler-10 b,1.54543,0.9997688
Kepler-10 b,1.56178,0.9999516
Kepler-10 b,1.57812,0.9996752
Kepler-10 b,1.59447,1.0001864
Kepler-10 b,1.61082,1.0000549
Kepler-10 b,1.62716,1.0000568
Kepler-10 b,1.64351,0.9999346
Kepler-10 b,1.65986,1.0002612
Kepler-10 b,1.67620,0.9997360
Kepler-10 b,1.69255,0.9999364
Kepler-10 b,1.70889,1.0001162
Kepler-10 b,1.72524,0.9997508
Kepler-10 b,1.74159,0.9996663
Kepler-10 b,1.75793,0.9994421
Kepler-10 b,1.77428,0.9999245
Kepler-10 b,1.79063,0.9996820
Kepler-10 b,1.80697,0.9996580
Kepler-10 b,1.82332,0.9997020
Kepler-10 b,1.83967,0.9996553
Kepler-10 b,1.85601,1.0001848
Kepler-10 b,1.87236,0.9994019
Kepler-10 b,1.88871,0.9997136
Kepler-10 b,1.90505,0.9998759
Kepler-10 b,1.92140,0.9998796
Kepler-10 b,1.93775,1.0000201
Kepler-10 b,1.95409,1.0000795
Kepler-10 b,1.97044,1.0000534
Kepler-10 b,1.98678,0.9998652
Kepler-10 b,2.00313,0.9999281
Kepler-10 b,2.01948,1.0000001
Kepler-10 b,2.03582,0.9999263
Kepler-10 b,2.05217,1.0003815
Kepler-10 b,2.06852,0.9998402
Kepler-10 b,2.08486,0.9998950
Kepler-10 b,2.10121,0.9999303
Kepler-10 b,2.11755,0.9997873
Kepler-10 b,2.13390,0.9998389
Kepler-10 b,2.15025,0.9996392
Kepler-10 b,2.16659,0.9997881
Kepler-10 b,2.18294,0.9997863
Kepler-10 b,2.19929,0.9999035
Kepler-10 b,2.21563,1.0002262
Kepler-10 b,2.23198,0.9997154
Kepler-10 b,2.24832,1.0000372
Kepler-10 b,2.26467,1.0000921
Kepler-10 b,2.28102,0.9997735
Kepler-10 b,2.29737,0.9998297
Kepler-10 b,2.31371,0.9996854
Kepler-10 b,2.33006,0.9997660
Kepler-10 b,2.34641,0.9995408
Kepler-10 b,2.36275,0.9999116
Kepler-10 b,2.37910,0.9998133
Kepler-10 b,2.39544,0.9997630
Kepler-10 b,2.41179,0.9997387
Kepler-10 b,2.42814,0.9999666
Kepler-10 b,2.44448,1.0000778
Kepler-10 b,2.46083,0.9999647
Kepler-10 b,2.47718,0.9999835
Kepler-10 b,2.49352,0.9995715
Kepler-10 b,2.50987,1.0001930
Kepler-10 b,2.52621,0.9999351
Kepler-10 b,2.54256,0.9999921
Kepler-10 b,2.55891,1.0000383
Kepler-10 b,2.57525,0.9996985
Kepler-10 b,2.59160,0.9999111
Kepler-10 b,2.60795,1.0001804
Kepler-10 b,2.62429,1.0001174
Kepler-10 b,2.64064,0.9999666
Kepler-10 b,2.65699,0.9999299
Kepler-10 b,2.67333,0.9999713
Kepler-10 b,2.68968,0.9997773
Kepler-10 b,2.70603,1.0002155
Kepler-10 b,2.72237,1.0002202
Kepler-10 b,2.73872,0.9999910
Kepler-10 b,2.75506,0.9997755
Kepler-10 b,2.77141,1.0000367
Kepler-10 b,2.78776,1.0000165
Kepler-10 b,2.80410,0.9999259
Kepler-10 b,2.82045,1.0001784
Kepler-10 b,2.83680,1.0003200
Kepler-10 b,2.85314,1.0000126
Kepler-10 b,2.86949,0.9998385
Kepler-10 b,2.88583,1.0000060
Kepler-10 b,2.90218,1.0000937
Kepler-10 b,2.91853,0.9996845
Kepler-10 b,2.93487,1.0002553
Kepler-10 b,2.95122,0.9998249
Kepler-10 b,2.96757,1.0004104
Kepler-10 b,2.98391,1.0001392
Kepler-10 b,3.00026,0.9999829
Kepler-10 b,3.01661,0.9999208
Kepler-10 b,3.03295,1.0000502
Kepler-10 b,3.04930,1.0002459
Kepler-10 b,3.06565,1.0003286
Kepler-10 b,3.08199,1.0002650
Kepler-10 b,3.09834,0.9999724
Kepler-10 b,3.11469,1.0002195
Kepler-10 b,3.13103,0.9998834
Kepler-10 b,3.14738,1.0002170
Kepler-10 b,3.16372,0.9997509
Kepler-10 b,3.18007,0.9997459
Kepler-10 b,3.19642,1.0001488
Kepler-10 b,3.21276,1.0001371
Kepler-10 b,3.22911,1.0000148
Kepler-10 b,3.24546,1.0000325
Kepler-10 b,3.26180,0.9998268
Kepler-10 b,3.27815,0.9999311
Kepler-10 b,3.29449,0.9999031
Kepler-10 b,3.31084,0.9995595
Kepler-10 b,3.32719,0.9997374
Kepler-10 b,3.34353,0.9998917
Kepler-10 b,3.35988,0.9992618
Kepler-10 b,3.37623,0.9997096
Kepler-10 b,3.39257,0.9997997
Kepler-10 b,3.40892,0.9999781
Kepler-10 b,3.42527,0.9998716
Kepler-10 b,3.44161,1.0003773
Kepler-10 b,3.45796,1.0000192
Kepler-10 b,3.47431,1.0003749
Kepler-10 b,3.49065,0.9998976
Kepler-10 b,3.50700,1.0001125
Kepler-10 b,3.52335,0.9997286
Kepler-10 b,3.53969,1.0000773
Kepler-10 b,3.55604,1.0000884
Kepler-10 b,3.57238,1.0004742
Kepler-10 b,3.58873,1.0000139
Kepler-10 b,3.60508,0.9998910
Kepler-10 b,3.62142,1.0001345
Kepler-10 b,3.63777,0.9999483
Kepler-10 b,3.65412,0.9999797
Kepler-10 b,3.67046,0.9997906
Kepler-10 b,3.68681,1.0001874
Kepler-10 b,3.70315,1.0001975
Kepler-10 b,3.71950,0.9999844
Kepler-10 b,3.73585,1.0001610
Kepler-10 b,3.75219,0.9997508
Kepler-10 b,3.76854,0.9999549
Kepler-10 b,3.78489,1.0002001
Kepler-10 b,3.80124,1.0000541
Kepler-10 b,3.81758,1.0003585
Kepler-10 b,3.83393,0.9999627
Kepler-10 b,3.85027,1.0001061
Kepler-10 b,3.86662,1.0000798
Kepler-10 b,3.88297,1.0000290
Kepler-10 b,3.89931,0.9997458
Kepler-10 b,3.91566,1.0001953
Kepler-10 b,3.93201,1.0001492
Kepler-10 b,3.94835,1.0001028
Kepler-10 b,3.96470,1.0002057
Kepler-10 b,3.98104,1.0001132
Kepler-10 b,3.99739,1.0001062
Kepler-10 b,4.01374,0.9999555
Kepler-10 b,4.03008,0.9998744
Kepler-10 b,4.04643,1.0006025
Kepler-10 b,4.06278,0.9998430
Kepler-10 b,4.07912,1.0000679
Kepler-10 b,4.09547,1.0002522
Kepler-10 b,4.11182,0.9999852
Kepler-10 b,4.12816,1.0005852
Kepler-10 b,4.14451,0.9998667
