lambda_nm,irradiancia_W_m2_nm
1679.95,0.2204
1680.05,0.22036
1680.95,0.21998
1681.05,0.21994
1681.95,0.21956
1682.05,0.21951
1682.95,0.21914
1683.05,0.2191
1683.95,0.21872
1684.05,0.21868
1684.95,0.2183
1685.05,0.21826
1685.95,0.21788
1686.05,0.21784
1686.95,0.21745
1687.05,0.21741
1687.95,0.21704
1688.05,0.217
1688.95,0.21661
1689.05,0.21657
1689.95,0.21619
1690.05,0.21615
1690.95,0.21577
1691.05,0.21573
1691.95,0.21534
1692.05,0.2153
1692.95,0.21492
1693.05,0.21488
1693.95,0.2145
1694.05,0.21445
1694.95,0.21406
1695.05,0.21402
1695.95,0.21364
1696.05,0.21359
1696.95,0.2132
1697.05,0.21316
1697.95,0.21278
1698.05,0.21274
1698.95,0.21234
1699.05,0.2123
1699.95,0.21191
1700.05,0.21186
1700.95,0.21148
1701.05,0.21144
1701.95,0.21105
1702.05,0.211
1702.95,0.21062
1703.05,0.21058
1703.95,0.21019
1704.05,0.21014
1704.95,0.20975
1705.05,0.20971
1705.95,0.20933
1706.05,0.20928
1706.95,0.20889
1707.05,0.20885
1707.95,0.20847
1708.05,0.20842
1708.95,0.20803
1709.05,0.20799
1709.95,0.2076
1710.05,0.20755
1710.95,0.20717
1711.05,0.20713
1711.95,0.20673
1712.05,0.20669
1712.95,0.2063
1713.05,0.20627
1713.95,0.20588
1714.05,0.20583
1714.95,0.20544
1715.05,0.2054
1715.95,0.20502
1716.05,0.20498
1716.95,0.20459
1717.05,0.20454
1717.95,0.20416
1718.05,0.20411
1718.95,0.20374
1719.05,0.20369
1719.95,0.20331
1720.05,0.20327
1720.95,0.20289
1721.05,0.20285
1721.95,0.20247
1722.05,0.20242
1722.95,0.20204
1723.05,0.202
1723.95,0.20163
1724.05,0.20159
1724.95,0.20121
1725.05,0.20117
1725.95,0.20079
1726.05,0.20076
1726.95,0.20038
1727.05,0.20034
1727.95,0.19996
1728.05,0.19992
1728.95,0.19956
1729.05,0.19952
1729.95,0.19914
1730.05,0.1991
1730.95,0.19873
1731.05,0.19869
1731.95,0.19833
1732.05,0.19829
1732.95,0.19792
1733.05,0.19788
1733.95,0.19751
1734.05,0.19747
1734.95,0.19712
1735.05,0.19708
1735.95,0.19671
1736.05,0.19667
1736.95,0.19632
1737.05,0.19628
1737.95,0.19592
1738.05,0.19588
1738.95,0.19552
1739.05,0.19548
1739.95,0.19513
1740.05,0.19509
1740.95,0.19474
1741.05,0.1947
1741.95,0.19434
1742.05,0.1943
1742.95,0.19396
1743.05,0.19392
1743.95,0.19357
1744.05,0.19353
1744.95,0.19318
1745.05,0.19314
1745.95,0.1928
1746.05,0.19276
1746.95,0.19241
1747.05,0.19237
1747.95,0.19202
1748.05,0.19198
1748.95,0.19165
1749.05,0.19161
1749.95,0.19126
1750.05,0.19122
1750.95,0.19088
1751.05,0.19085
1751.95,0.1905
1752.05,0.19046
1752.95,0.19012
1753.05,0.19008
1753.95,0.18975
1754.05,0.18971
1754.95,0.18936
1755.05,0.18932
1755.95,0.18898
1756.05,0.18894
1756.95,0.1886
1757.05,0.18857
1757.95,0.18822
1758.05,0.18818
1758.95,0.18784
1759.05,0.1878
1759.95,0.18747
1760.05,0.18743
1760.95,0.18708
1761.05,0.18705
1761.95,0.1867
1762.05,0.18667
1762.95,0.18633
1763.05,0.1863
1763.95,0.18595
1764.05,0.18591
1764.95,0.18557
1765.05,0.18554
1765.95,0.1852
1766.05,0.18517
1766.95,0.18482
1767.05,0.18479
1767.95,0.18445
1768.05,0.18441
1768.95,0.18407
1769.05,0.18404
1769.95,0.18369
1770.05,0.18365
1770.95,0.18331
1771.05,0.18327
1771.95,0.18294
1772.05,0.1829
1772.95,0.18255
1773.05,0.18251
1773.95,0.18217
1774.05,0.18213
1774.95,0.1818
1775.05,0.18176
1775.95,0.18142
1776.05,0.18138
1776.95,0.18104
1777.05,0.181
1777.95,0.18067
1778.05,0.18063
1778.95,0.18029
1779.05,0.18025
1779.95,0.17991
1780.05,0.17987
1780.95,0.17955
1781.05,0.17951
1781.95,0.17917
1782.05,0.17913
1782.95,0.17879
1783.05,0.17877
1783.95,0.17843
1784.05,0.17839
1784.95,0.17805
1785.05,0.17801
1785.95,0.17767
1786.05,0.17765
1786.95,0.17731
1787.05,0.17727
1787.95,0.17694
1788.05,0.1769
1788.95,0.17657
1789.05,0.17654
1789.95,0.1762
1790.05,0.17617
1790.95,0.17583
1791.05,0.1758
1791.95,0.17547
1792.05,0.17544
1792.95,0.17511
1793.05,0.17507
1793.95,0.17474
1794.05,0.17471
1794.95,0.17438
1795.05,0.17436
1795.95,0.17403
1796.05,0.17399
1796.95,0.17367
1797.05,0.17363
1797.95,0.17331
1798.05,0.17328
1798.95,0.17296
1799.05,0.17293
1799.95,0.17261
1800.05,0.17257
1800.95,0.17226
1801.05,0.17222
1801.95,0.17192
1802.05,0.17188
1802.95,0.17157
1803.05,0.17153
1803.95,0.17122
1804.05,0.17118
1804.95,0.17088
1805.05,0.17085
1805.95,0.17054
1806.05,0.1705
1806.95,0.1702
1807.05,0.17016
1807.95,0.16987
1808.05,0.16983
1808.95,0.16953
1809.05,0.16949
1809.95,0.16919
1810.05,0.16915
1810.95,0.16886
1811.05,0.16883
1811.95,0.16853
1812.05,0.16849
1812.95,0.16819
1813.05,0.16816
1813.95,0.16786
1814.05,0.16783
1814.95,0.16754
1815.05,0.16751
1815.95,0.16721
1816.05,0.16718
1816.95,0.16689
1817.05,0.16685
1817.95,0.16657
1818.05,0.16654
1818.95,0.16625
1819.05,0.16621
1819.95,0.16592
1820.05,0.16589
1820.95,0.1656
1821.05,0.16557
1821.95,0.16529
1822.05,0.16526
1822.95,0.16497
1823.05,0.16494
1823.95,0.16465
1824.05,0.16462
1824.95,0.16434
1825.05,0.16431
1825.95,0.16402
1826.05,0.16399
1826.95,0.16371
1827.05,0.16367
1827.95,0.16339
1828.05,0.16336
1828.95,0.16308
1829.05,0.16305
1829.95,0.16276
1830.05,0.16273
1830.95,0.16244
1831.05,0.16241
1831.95,0.16214
1832.05,0.16211
1832.95,0.16182
1833.05,0.16179
1833.95,0.16151
1834.05,0.16148
1834.95,0.16119
1835.05,0.16117
1835.95,0.16089
1836.05,0.16086
1836.95,0.16058
1837.05,0.16055
1837.95,0.16026
1838.05,0.16023
1838.95,0.15996
1839.05,0.15993
1839.95,0.15965
1840.05,0.15962
1840.95,0.15934
1841.05,0.15931
1841.95,0.15903
1842.05,0.159
1842.95,0.15873
1843.05,0.15869
1843.95,0.15841
1844.05,0.15838
1844.95,0.1581
1845.05,0.15807
1845.95,0.1578
1846.05,0.15777
1846.95,0.15749
1847.05,0.15746
1847.95,0.15718
1848.05,0.15715
1848.95,0.15688
1849.05,0.15685
1849.95,0.15658
1850.05,0.15655
1850.95,0.15628
1851.05,0.15625
1851.95,0.15598
1852.05,0.15595
1852.95,0.15568
1853.05,0.15566
1853.95,0.15539
1854.05,0.15536
1854.95,0.15509
1855.05,0.15506
1855.95,0.15479
1856.05,0.15476
1856.95,0.15451
1857.05,0.15448
1857.95,0.15421
1858.05,0.15419
1858.95,0.15392
1859.05,0.1539
1859.95,0.15364
1860.05,0.15361
1860.95,0.15336
1861.05,0.15333
1861.95,0.15307
1862.05,0.15304
1862.95,0.15279
1863.05,0.15276
1863.95,0.15251
1864.05,0.15248
1864.95,0.15224
1865.05,0.15221
1865.95,0.15196
1866.05,0.15194
1866.95,0.15169
1867.05,0.15166
1867.95,0.15142
1868.05,0.15139
1868.95,0.15116
1869.05,0.15113
1869.95,0.15089
1870.05,0.15086
1870.95,0.15063
1871.05,0.1506
1871.95,0.15037
1872.05,0.15034
1872.95,0.15012
1873.05,0.15009
1873.95,0.14986
1874.05,0.14983
1874.95,0.1496
1875.05,0.14958
1875.95,0.14935
1876.05,0.14932
1876.95,0.1491
1877.05,0.14907
1877.95,0.14886
1878.05,0.14883
1878.95,0.14861
1879.05,0.14858
1879.95,0.14836
1880.05,0.14833
1880.95,0.14811
1881.05,0.14809
1881.95,0.14787
1882.05,0.14785
1882.95,0.14763
1883.05,0.1476
1883.95,0.14738
1884.05,0.14736
1884.95,0.14714
1885.05,0.14711
1885.95,0.14689
1886.05,0.14687
1886.95,0.14666
1887.05,0.14664
1887.95,0.14642
1888.05,0.14639
1888.95,0.14617
1889.05,0.14615
1889.95,0.14593
1890.05,0.1459
1890.95,0.14569
1891.05,0.14567
1891.95,0.14545
1892.05,0.14543
1892.95,0.14521
1893.05,0.14518
1893.95,0.14496
1894.05,0.14494
1894.95,0.14472
1895.05,0.14469
1895.95,0.14448
1896.05,0.14445
1896.95,0.14423
1897.05,0.14421
1897.95,0.14398
1898.05,0.14395
1898.95,0.14372
1899.05,0.14369
1899.95,0.14347
1900.05,0.14345
1900.95,0.14321
1901.05,0.14319
1901.95,0.14295
1902.05,0.14293
1902.95,0.14269
1903.05,0.14267
1903.95,0.14244
1904.05,0.14242
1904.95,0.14218
1905.05,0.14215
1905.95,0.14192
1906.05,0.14189
1906.95,0.14165
1907.05,0.14162
1907.95,0.14139
1908.05,0.14136
1908.95,0.14113
1909.05,0.1411
1909.95,0.14086
1910.05,0.14083
1910.95,0.14059
1911.05,0.14056
1911.95,0.14032
1912.05,0.14029
1912.95,0.14005
1913.05,0.14002
1913.95,0.13977
1914.05,0.13975
1914.95,0.1395
1915.05,0.13947
1915.95,0.13922
1916.05,0.13919
1916.95,0.13895
1917.05,0.13892
1917.95,0.13868
1918.05,0.13865
1918.95,0.1384
1919.05,0.13837
1919.95,0.13812
1920.05,0.13809
1920.95,0.13785
1921.05,0.13783
1921.95,0.13758
1922.05,0.13755
1922.95,0.1373
1923.05,0.13728
1923.95,0.13703
1924.05,0.137
1924.95,0.13676
1925.05,0.13674
1925.95,0.13649
1926.05,0.13647
1926.95,0.13622
1927.05,0.13619
1927.95,0.13595
1928.05,0.13592
1928.95,0.13569
1929.05,0.13567
1929.95,0.13543
1930.05,0.1354
1930.95,0.13516
1931.05,0.13513
1931.95,0.1349
1932.05,0.13487
1932.95,0.13465
1933.05,0.13462
1933.95,0.13439
1934.05,0.13436
1934.95,0.13413
1935.05,0.1341
1935.95,0.13387
1936.05,0.13385
1936.95,0.13363
1937.05,0.1336
1937.95,0.13338
1938.05,0.13335
1938.95,0.13313
1939.05,0.1331
1939.95,0.13288
1940.05,0.13286
1940.95,0.13264
1941.05,0.13262
1941.95,0.13241
1942.05,0.13239
1942.95,0.13217
1943.05,0.13215
1943.95,0.13194
1944.05,0.13191
1944.95,0.1317
1945.05,0.13168
1945.95,0.13147
1946.05,0.13146
1946.95,0.13125
1947.05,0.13123
1947.95,0.13102
1948.05,0.131
1948.95,0.1308
1949.05,0.13078
1949.95,0.13058
1950.05,0.13055
1950.95,0.13036
1951.05,0.13034
1951.95,0.13014
1952.05,0.13012
1952.95,0.12993
1953.05,0.1299
1953.95,0.12971
1954.05,0.12969
1954.95,0.12949
1955.05,0.12947
1955.95,0.12928
1956.05,0.12926
1956.95,0.12908
1957.05,0.12906
1957.95,0.12887
1958.05,0.12885
1958.95,0.12866
1959.05,0.12864
1959.95,0.12845
1960.05,0.12843
1960.95,0.12825
1961.05,0.12823
1961.95,0.12805
1962.05,0.12803
1962.95,0.12785
1963.05,0.12783
1963.95,0.12764
1964.05,0.12762
1964.95,0.12744
1965.05,0.12742
1965.95,0.12724
1966.05,0.12722
1966.95,0.12705
1967.05,0.12703
1967.95,0.12685
1968.05,0.12683
1968.95,0.12665
1969.05,0.12663
1969.95,0.12645
1970.05,0.12643
1970.95,0.12625
1971.05,0.12623
1971.95,0.12605
1972.05,0.12603
1972.95,0.12586
1973.05,0.12584
1973.95,0.12567
1974.05,0.12565
1974.95,0.12547
1975.05,0.12545
1975.95,0.12527
1976.05,0.12525
1976.95,0.12508
1977.05,0.12506
1977.95,0.12488
1978.05,0.12486
1978.95,0.1247
1979.05,0.12468
1979.95,0.1245
1980.05,0.12448
1980.95,0.12431
1981.05,0.12429
1981.95,0.12411
1982.05,0.12409
1982.95,0.12392
1983.05,0.1239
1983.95,0.12373
1984.05,0.12371
1984.95,0.12354
1985.05,0.12352
1985.95,0.12335
1986.05,0.12333
1986.95,0.12315
1987.05,0.12313
1987.95,0.12296
1988.05,0.12294
1988.95,0.12277
1989.05,0.12275
1989.95,0.12258
1990.05,0.12257
1990.95,0.12239
1991.05,0.12237
1991.95,0.1222
1992.05,0.12218
1992.95,0.12201
1993.05,0.12199
1993.95,0.12181
1994.05,0.12179
1994.95,0.12162
1995.05,0.1216
1995.95,0.12144
1996.05,0.12142
1996.95,0.12124
1997.05,0.12123
1997.95,0.12105
1998.05,0.12103
1998.95,0.12086
1999.05,0.12084
1999.95,0.12067
2000.05,0.12065
2000.95,0.12047
2001.05,0.12046
2001.95,0.12029
2002.05,0.12027
2002.95,0.1201
2003.05,0.12008
2003.95,0.1199
2004.05,0.11988
2004.95,0.11971
2005.05,0.11969
2005.95,0.11952
2006.05,0.1195
2006.95,0.11933
2007.05,0.11931
2007.95,0.11914
2008.05,0.11912
2008.95,0.11894
2009.05,0.11892
2009.95,0.11874
2010.05,0.11872
2010.95,0.11855
2011.05,0.11853
2011.95,0.11835
2012.05,0.11833
2012.95,0.11817
2013.05,0.11815
2013.95,0.11797
2014.05,0.11795
2014.95,0.11777
2015.05,0.11775
2015.95,0.11758
2016.05,0.11756
2016.95,0.11738
2017.05,0.11736
2017.95,0.11718
2018.05,0.11716
2018.95,0.11699
2019.05,0.11697
2019.95,0.11679
2020.05,0.11677
2020.95,0.11659
2021.05,0.11657
2021.95,0.11639
2022.05,0.11637
2022.95,0.11619
2023.05,0.11617
2023.95,0.116
2024.05,0.11598
2024.95,0.1158
2025.05,0.11578
2025.95,0.1156
2026.05,0.11558
2026.95,0.1154
2027.05,0.11538
2027.95,0.11519
2028.05,0.11517
2028.95,0.11499
2029.05,0.11497
2029.95,0.1148
2030.05,0.11478
2030.95,0.1146
2031.05,0.11458
2031.95,0.11439
2032.05,0.11437
2032.95,0.11419
2033.05,0.11417
2033.95,0.11399
2034.05,0.11397
2034.95,0.11379
2035.05,0.11377
2035.95,0.11359
2036.05,0.11357
2036.95,0.11338
2037.05,0.11336
2037.95,0.11318
2038.05,0.11316
2038.95,0.11297
2039.05,0.11295
2039.95,0.11277
2040.05,0.11276
2040.95,0.11257
2041.05,0.11255
2041.95,0.11237
2042.05,0.11235
2042.95,0.11217
2043.05,0.11215
2043.95,0.11196
2044.05,0.11194
2044.95,0.11176
2045.05,0.11174
2045.95,0.11156
2046.05,0.11154
2046.95,0.11136
2047.05,0.11134
2047.95,0.11116
2048.05,0.11114
2048.95,0.11095
2049.05,0.11093
2049.95,0.11075
2050.05,0.11073
2050.95,0.11056
2051.05,0.11054
2051.95,0.11035
2052.05,0.11033
2052.95,0.11015
2053.05,0.11013
2053.95,0.10995
2054.05,0.10993
2054.95,0.10975
2055.05,0.10973
2055.95,0.10955
2056.05,0.10953
2056.95,0.10936
2057.05,0.10934
2057.95,0.10916
2058.05,0.10914
2058.95,0.10896
2059.05,0.10894
2059.95,0.10876
2060.05,0.10874
2060.95,0.10856
2061.05,0.10854
2061.95,0.10836
2062.05,0.10835
2062.95,0.10817
2063.05,0.10815
2063.95,0.10797
2064.05,0.10795
2064.95,0.10778
2065.05,0.10776
2065.95,0.10758
2066.05,0.10756
2066.95,0.10738
2067.05,0.10736
2067.95,0.1072
2068.05,0.10718
2068.95,0.107
2069.05,0.10698
2069.95,0.10681
2070.05,0.10679
2070.95,0.10662
2071.05,0.1066
2071.95,0.10642
2072.05,0.1064
2072.95,0.10623
2073.05,0.10621
2073.95,0.10605
2074.05,0.10603
2074.95,0.10586
2075.05,0.10584
2075.95,0.10566
2076.05,0.10564
2076.95,0.10547
2077.05,0.10545
2077.95,0.10528
2078.05,0.10526
2078.95,0.10509
2079.05,0.10508
2079.95,0.10492
2080.05,0.1049
2080.95,0.10473
2081.05,0.10471
2081.95,0.10454
2082.05,0.10452
2082.95,0.10435
2083.05,0.10434
2083.95,0.10417
2084.05,0.10415
2084.95,0.10398
2085.05,0.10396
2085.95,0.1038
2086.05,0.10379
2086.95,0.10362
2087.05,0.1036
2087.95,0.10344
2088.05,0.10342
2088.95,0.10325
2089.05,0.10323
2089.95,0.10307
2090.05,0.10305
2090.95,0.10289
2091.05,0.10287
2091.95,0.10272
2092.05,0.1027
2092.95,0.10253
2093.05,0.10252
2093.95,0.10235
2094.05,0.10234
2094.95,0.10218
2095.05,0.10216
2095.95,0.102
2096.05,0.10198
2096.95,0.10182
2097.05,0.1018
2097.95,0.10165
2098.05,0.10163
2098.95,0.10147
2099.05,0.10146
2099.95,0.1013
2100.05,0.10128
2100.95,0.10112
2101.05,0.1011
2101.95,0.10095
2102.05,0.10093
2102.95,0.10077
2103.05,0.10075
2103.95,0.10061
2104.05,0.10059
2104.95,0.10043
2105.05,0.10042
2105.95,0.10026
2106.05,0.10024
2106.95,0.10009
2107.05,0.10007
2107.95,0.099922
2108.05,0.099902
2108.95,0.099743
2109.05,0.099733
2109.95,0.099575
2110.05,0.099555
2110.95,0.099406
2111.05,0.099387
2111.95,0.099238
2112.05,0.099218
2112.95,0.099065
2113.05,0.099049
2113.95,0.098896
2114.05,0.098879
2114.95,0.098727
2115.05,0.09871
2115.95,0.098557
2116.05,0.09854
2116.95,0.098388
2117.05,0.098371
2117.95,0.098219
2118.05,0.098202
2118.95,0.09805
2119.05,0.098033
2119.95,0.097881
2120.05,0.097864
2120.95,0.097712
2121.05,0.097694
2121.95,0.09754
2122.05,0.097523
2122.95,0.097369
2123.05,0.097351
2123.95,0.097197
2124.05,0.09718
2124.95,0.097025
2125.05,0.097008
2125.95,0.096854
2126.05,0.096837
2126.95,0.096682
2127.05,0.096665
2127.95,0.096511
2128.05,0.096494
2128.95,0.096339
2129.05,0.096322
2129.95,0.096168
2130.05,0.096151
2130.95,0.095997
2131.05,0.09598
2131.95,0.095826
2132.05,0.095809
2132.95,0.095655
2133.05,0.095638
2133.95,0.095482
2134.05,0.095465
2134.95,0.095309
2135.05,0.095292
2135.95,0.095136
2136.05,0.095118
2136.95,0.094964
2137.05,0.094946
2137.95,0.094791
2138.05,0.094775
2138.95,0.09462
2139.05,0.094603
2139.95,0.094448
2140.05,0.094432
2140.95,0.094278
2141.05,0.094261
2141.95,0.094109
2142.05,0.094091
2142.95,0.093939
2143.05,0.093922
2143.95,0.093771
2144.05,0.093754
2144.95,0.093603
2145.05,0.093586
2145.95,0.093436
2146.05,0.09342
2146.95,0.09327
2147.05,0.093253
2147.95,0.093105
2148.05,0.093089
2148.95,0.092941
2149.05,0.092925
2149.95,0.092779
2150.05,0.092762
2150.95,0.092617
2151.05,0.092601
2151.95,0.092457
2152.05,0.092441
2152.95,0.092297
2153.05,0.092281
2153.95,0.092139
2154.05,0.092124
2154.95,0.091983
2155.05,0.091967
2155.95,0.091828
2156.05,0.091812
2156.95,0.091675
2157.05,0.091659
2157.95,0.091522
2158.05,0.091507
2158.95,0.091372
2159.05,0.091358
2159.95,0.091224
2160.05,0.091209
2160.95,0.091077
2161.05,0.091062
2161.95,0.090932
2162.05,0.090918
2162.95,0.090788
2163.05,0.090774
2163.95,0.090645
2164.05,0.090631
2164.95,0.090504
2165.05,0.09049
2165.95,0.090365
2166.05,0.090351
2166.95,0.090226
2167.05,0.090212
2167.95,0.090089
2168.05,0.090075
2168.95,0.089952
2169.05,0.089939
2169.95,0.089819
2170.05,0.089805
2170.95,0.089685
2171.05,0.089672
2171.95,0.089553
2172.05,0.089539
2172.95,0.089421
2173.05,0.089408
2173.95,0.089291
2174.05,0.089278
2174.95,0.089163
2175.05,0.08915
2175.95,0.089034
2176.05,0.089021
2176.95,0.088907
2177.05,0.088894
2177.95,0.08878
2178.05,0.088767
2178.95,0.088654
2179.05,0.088641
2179.95,0.088528
2180.05,0.088516
2180.95,0.088404
2181.05,0.088392
2181.95,0.08828
2182.05,0.088268
2182.95,0.088156
2183.05,0.088143
2183.95,0.088031
2184.05,0.088019
2184.95,0.087907
2185.05,0.087894
2185.95,0.087783
2186.05,0.08777
2186.95,0.087659
2187.05,0.087647
2187.95,0.087536
2188.05,0.087523
2188.95,0.087412
2189.05,0.087401
2189.95,0.08729
2190.05,0.087278
2190.95,0.087167
2191.05,0.087154
2191.95,0.087044
2192.05,0.087031
2192.95,0.08692
2193.05,0.086908
2193.95,0.086797
2194.05,0.086784
2194.95,0.086672
2195.05,0.08666
2195.95,0.086547
2196.05,0.086535
2196.95,0.086422
2197.05,0.08641
2197.95,0.086297
2198.05,0.086285
2198.95,0.086171
2199.05,0.086159
2199.95,0.086045
2200.05,0.086032
2200.95,0.085919
2201.05,0.085906
2201.95,0.085792
2202.05,0.085779
2202.95,0.085664
2203.05,0.085651
2203.95,0.085536
2204.05,0.085524
2204.95,0.085409
2205.05,0.085396
2205.95,0.08528
2206.05,0.085267
2206.95,0.08515
2207.05,0.085137
2207.95,0.085019
2208.05,0.085005
2208.95,0.084887
2209.05,0.084874
2209.95,0.084755
2210.05,0.084742
2210.95,0.084622
2211.05,0.084609
2211.95,0.084488
2212.05,0.084475
2212.95,0.084354
2213.05,0.084341
2213.95,0.084219
2214.05,0.084207
2214.95,0.084085
2215.05,0.084072
2215.95,0.083949
2216.05,0.083936
2216.95,0.083813
2217.05,0.083799
2217.95,0.083676
2218.05,0.083663
2218.95,0.083539
2219.05,0.083525
2219.95,0.083399
2220.05,0.083385
2220.95,0.083259
2221.05,0.083245
2221.95,0.083119
2222.05,0.083106
2222.95,0.082979
2223.05,0.082965
2223.95,0.082837
2224.05,0.082823
2224.95,0.082696
2225.05,0.082681
2225.95,0.082555
2226.05,0.08254
2226.95,0.082413
2227.05,0.082398
2227.95,0.08227
2228.05,0.082256
2228.95,0.082128
2229.05,0.082114
2229.95,0.081986
2230.05,0.081971
2230.95,0.081842
2231.05,0.081828
2231.95,0.081698
2232.05,0.081684
2232.95,0.081555
2233.05,0.081541
2233.95,0.081411
2234.05,0.081397
2234.95,0.081267
2235.05,0.081253
2235.95,0.081125
2236.05,0.08111
2236.95,0.080981
2237.05,0.080967
2237.95,0.080838
2238.05,0.080824
2238.95,0.080695
2239.05,0.080682
2239.95,0.080553
2240.05,0.080539
2240.95,0.080411
2241.05,0.080397
2241.95,0.080269
2242.05,0.080255
2242.95,0.080129
2243.05,0.080115
2243.95,0.079988
2244.05,0.079974
2244.95,0.079848
2245.05,0.079834
2245.95,0.079709
2246.05,0.079696
2246.95,0.079571
2247.05,0.079557
2247.95,0.079432
2248.05,0.079418
2248.95,0.079295
2249.05,0.079281
2249.95,0.079157
2250.05,0.079145
2250.95,0.079022
2251.05,0.079008
2251.95,0.078886
2252.05,0.078873
2252.95,0.078751
2253.05,0.078737
2253.95,0.078617
2254.05,0.078603
2254.95,0.078484
2255.05,0.078471
2255.95,0.078351
2256.05,0.078338
2256.95,0.078219
2257.05,0.078206
2257.95,0.078088
2258.05,0.078075
2258.95,0.077957
2259.05,0.077944
2259.95,0.077828
2260.05,0.077815
2260.95,0.077698
2261.05,0.077685
2261.95,0.077569
2262.05,0.077556
2262.95,0.07744
2263.05,0.077427
2263.95,0.077312
2264.05,0.077299
2264.95,0.077184
2265.05,0.077172
2265.95,0.077058
2266.05,0.077045
2266.95,0.07693
2267.05,0.076917
2267.95,0.076803
2268.05,0.07679
2268.95,0.076676
2269.05,0.076663
2269.95,0.07655
2270.05,0.076537
2270.95,0.076423
2271.05,0.07641
2271.95,0.076297
2272.05,0.076285
2272.95,0.076172
2273.05,0.076159
2273.95,0.076045
2274.05,0.076033
2274.95,0.075919
2275.05,0.075906
2275.95,0.075793
2276.05,0.07578
2276.95,0.075666
2277.05,0.075654
2277.95,0.075539
2278.05,0.075526
2278.95,0.075412
2279.05,0.075399
2279.95,0.075283
2280.05,0.07527
2280.95,0.075154
2281.05,0.075141
2281.95,0.075025
2282.05,0.075012
2282.95,0.074896
2283.05,0.074883
2283.95,0.074767
2284.05,0.074754
2284.95,0.074638
2285.05,0.074625
2285.95,0.074509
2286.05,0.074495
2286.95,0.074378
2287.05,0.074365
2287.95,0.074248
2288.05,0.074235
2288.95,0.074118
2289.05,0.074104
2289.95,0.073985
2290.05,0.073973
2290.95,0.073853
2291.05,0.07384
2291.95,0.07372
2292.05,0.073707
2292.95,0.073587
2293.05,0.073574
2293.95,0.073454
2294.05,0.07344
2294.95,0.073322
2295.05,0.073308
2295.95,0.073188
2296.05,0.073175
2296.95,0.073055
2297.05,0.073042
2297.95,0.072922
2298.05,0.072909
2298.95,0.072789
2299.05,0.072776
2299.95,0.072657
2300.05,0.072644
2300.95,0.072524
2301.05,0.07251
2301.95,0.072391
2302.05,0.072377
2302.95,0.072258
2303.05,0.072244
2303.95,0.072125
2304.05,0.072113
2304.95,0.071994
2305.05,0.071981
2305.95,0.071862
2306.05,0.071849
2306.95,0.071731
2307.05,0.071718
2307.95,0.0716
2308.05,0.071587
2308.95,0.07147
2309.05,0.071457
2309.95,0.071342
2310.05,0.071329
2310.95,0.071213
2311.05,0.0712
2311.95,0.071085
2312.05,0.071072
2312.95,0.070958
2313.05,0.070945
2313.95,0.070831
2314.05,0.070819
2314.95,0.070706
2315.05,0.070693
2315.95,0.070581
2316.05,0.07057
2316.95,0.070458
2317.05,0.070446
2317.95,0.070335
2318.05,0.070323
2318.95,0.070213
2319.05,0.070201
2319.95,0.070091
2320.05,0.070079
2320.95,0.06997
2321.05,0.069958
2321.95,0.06985
2322.05,0.069838
2322.95,0.069731
2323.05,0.069719
2323.95,0.069613
2324.05,0.069601
2324.95,0.069495
2325.05,0.069483
2325.95,0.069378
2326.05,0.069366
2326.95,0.069262
2327.05,0.069251
2327.95,0.069146
2328.05,0.069135
2328.95,0.069032
2329.05,0.06902
2329.95,0.068918
2330.05,0.068906
2330.95,0.068804
2331.05,0.068792
2331.95,0.06869
2332.05,0.068679
2332.95,0.068578
2333.05,0.068566
2333.95,0.068465
2334.05,0.068454
2334.95,0.068353
2335.05,0.068342
2335.95,0.06824
2336.05,0.068229
2336.95,0.068128
2337.05,0.068117
2337.95,0.068016
2338.05,0.068005
2338.95,0.067904
2339.05,0.067893
2339.95,0.067793
2340.05,0.067782
2340.95,0.067683
2341.05,0.067671
2341.95,0.067572
2342.05,0.067561
2342.95,0.067462
2343.05,0.067451
2343.95,0.067352
2344.05,0.067341
2344.95,0.067243
2345.05,0.067232
2345.95,0.067134
2346.05,0.067123
2346.95,0.067024
2347.05,0.067013
2347.95,0.066914
2348.05,0.066903
2348.95,0.066805
2349.05,0.066794
2349.95,0.066697
2350.05,0.066686
2350.95,0.066588
2351.05,0.066577
2351.95,0.06648
2352.05,0.066469
2352.95,0.066373
2353.05,0.066362
2353.95,0.066266
2354.05,0.066255
2354.95,0.06616
2355.05,0.066149
2355.95,0.066054
2356.05,0.066043
2356.95,0.065948
2357.05,0.065938
2357.95,0.065842
2358.05,0.065833
2358.95,0.065738
2359.05,0.065729
2359.95,0.065634
2360.05,0.065624
2360.95,0.065531
2361.05,0.065521
2361.95,0.065429
2362.05,0.065419
2362.95,0.065327
2363.05,0.065317
2363.95,0.065226
2364.05,0.065216
2364.95,0.065125
2365.05,0.065115
2365.95,0.065025
2366.05,0.065015
2366.95,0.064926
2367.05,0.064916
2367.95,0.064827
2368.05,0.064817
2368.95,0.064729
2369.05,0.064719
2369.95,0.064631
2370.05,0.064621
2370.95,0.064533
2371.05,0.064523
2371.95,0.064437
2372.05,0.064427
2372.95,0.064341
2373.05,0.064331
2373.95,0.064246
2374.05,0.064236
2374.95,0.064151
2375.05,0.064141
2375.95,0.064056
2376.05,0.064047
2376.95,0.063962
2377.05,0.063953
2377.95,0.063868
2378.05,0.063859
